player_jersey,player_name,position,goals,assists,points,penalty_minutes,plus_minus,shots_on_goal,blocks,giveaways,takeaways,faceoffs_won_lost,faceoffs_win_pct,powerplay_goals,shorthanded_goals,shots,shots_blocked,faceoffs_won,faceoffs_lost,team,skaters_href,player_id,game_id,minutes_played,shots_against,goals_against,saves,save_percent,goalies_href,season
17,Cassidy MacPherson,F,0,1,1,0,0,4,0,0,0,6 - 2,0.75,0,0,4,0,6,2,Buffalo Beauts,stats#/player/431630,431630,585653,,,,,,,2023
42,Courtney Maud,F,1,0,1,0,0,1,0,0,0,0 - 1,0,1,0,2,1,0,1,Buffalo Beauts,stats#/player/1159200,1159200,585653,,,,,,,2023
44,Jenna Suokko,F,0,1,1,2,0,5,1,0,0,0 - 0,0,0,0,5,0,0,0,Buffalo Beauts,stats#/player/828439,828439,585653,,,,,,,2023
47,Jessica Healey,D,0,1,1,0,-1,2,1,0,0,0 - 0,0,0,0,2,0,0,0,Buffalo Beauts,stats#/player/1159201,1159201,585653,,,,,,,2023
94,Grace Klienbach,F,1,0,1,0,0,3,0,0,0,4 - 11,0.267,0,0,4,1,4,11,Buffalo Beauts,stats#/player/827706,827706,585653,,,,,,,2023
9,Autumn MacDougall,F,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/632861,632861,585653,,,,,,,2023
10,Maddie Truax,D,0,0,0,0,-1,0,1,0,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/1259837,1259837,585653,,,,,,,2023
14,Allison Attea,D,0,0,0,0,0,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/825330,825330,585653,,,,,,,2023
16,Emma Nuutinen,F,0,0,0,0,-1,3,0,0,0,0 - 0,0,0,0,3,0,0,0,Buffalo Beauts,stats#/player/1179125,1179125,585653,,,,,,,2023
23,Antonia Matzka,D,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,1,1,0,0,Buffalo Beauts,stats#/player/1179126,1179126,585653,,,,,,,2023
24,Anjelica Diffendal,F,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/811831,811831,585653,,,,,,,2023
59,Mikyla Grant-Mentis,F,0,0,0,2,-1,3,0,0,0,11 - 6,0.647,0,0,3,0,11,6,Buffalo Beauts,stats#/player/532475,532475,585653,,,,,,,2023
61,Michaela Boyle,F,0,0,0,0,-2,0,0,0,0,1 - 1,0.5,0,0,0,0,1,1,Buffalo Beauts,stats#/player/1259840,1259840,585653,,,,,,,2023
67,Summer-Rae Dobson,F,0,0,0,4,-1,0,1,0,0,9 - 10,0.474,0,0,0,0,9,10,Buffalo Beauts,stats#/player/1259841,1259841,585653,,,,,,,2023
77,Whitney Dove,D,0,0,0,0,-1,2,0,0,0,0 - 0,0,0,0,2,0,0,0,Buffalo Beauts,stats#/player/632942,632942,585653,,,,,,,2023
3,Jonna Albers,F,1,1,2,2,2,4,0,0,0,1 - 0,1,0,1,4,0,1,0,Minnesota Whitecaps,stats#/player/1373270,1373270,585653,,,,,,,2023
11,Brittyn Fleming,F,1,1,2,0,1,1,0,0,0,7 - 7,0.5,0,0,1,0,7,7,Minnesota Whitecaps,stats#/player/1373232,1373232,585653,,,,,,,2023
19,Anna Klein,F,0,2,2,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/1373234,1373234,585653,,,,,,,2023
5,Sidney Morin,D,1,0,1,0,2,7,0,0,0,0 - 0,0,0,0,7,0,0,0,Minnesota Whitecaps,stats#/player/1373227,1373227,585653,,,,,,,2023
6,Brooke Madsen,F,1,0,1,0,0,1,1,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/1373228,1373228,585653,,,,,,,2023
8,Natalie Snodgrass,F,0,1,1,0,1,5,0,0,0,1 - 2,0.333,0,0,6,1,1,2,Minnesota Whitecaps,stats#/player/1373230,1373230,585653,,,,,,,2023
10,Ronja Mogren,F,0,1,1,0,1,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/1373231,1373231,585653,,,,,,,2023
13,Ashleigh Brykaliuk,F,0,1,1,0,1,0,1,0,0,8 - 15,0.348,0,0,0,0,8,15,Minnesota Whitecaps,stats#/player/949961,949961,585653,,,,,,,2023
14,Sydney Brodt,F,1,0,1,2,0,2,0,0,0,1 - 0,1,1,0,3,1,1,0,Minnesota Whitecaps,stats#/player/1445700,1445700,585653,,,,,,,2023
28,Amanda Boulier,D,0,1,1,0,1,3,1,0,0,0 - 0,0,0,0,3,0,0,0,Minnesota Whitecaps,stats#/player/431662,431662,585653,,,,,,,2023
41,Denisa Krizova,F,0,1,1,0,0,3,0,0,0,0 - 0,0,0,0,3,0,0,0,Minnesota Whitecaps,stats#/player/1373245,1373245,585653,,,,,,,2023
9,Sydney Baldwin,D,0,0,0,0,2,6,1,0,0,0 - 0,0,0,0,7,1,0,0,Minnesota Whitecaps,stats#/player/1086275,1086275,585653,,,,,,,2023
15,Meaghan Pezon,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/455178,455178,585653,,,,,,,2023
18,Stephanie Anderson,F,0,0,0,0,0,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/431659,431659,585653,,,,,,,2023
21,Liz Schepers,F,0,0,0,0,1,1,0,0,0,13 - 7,0.65,0,0,1,0,13,7,Minnesota Whitecaps,stats#/player/1373235,1373235,585653,,,,,,,2023
24,Olivia Knowles,D,0,0,0,4,1,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/1373236,1373236,585653,,,,,,,2023
27,Patti Marshall,D,0,0,0,2,0,1,0,0,0,0 - 0,0,0,0,2,1,0,0,Minnesota Whitecaps,stats#/player/949970,949970,585653,,,,,,,2023
33,Maddie Rowe,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/707198,707198,585653,,,,,,,2023
31,Tera Hofmann,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,881597,585653,59:44,37,5,32,0.865,stats#/player/881597,2023
88,Lovisa Berndtsson,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,824067,585653,00:00,0,0,0,0,stats#/player/824067,2023
29,Amanda Leveille,G,0,0,,0,,,,,,,,,,,,,,Minnesota Whitecaps,,967811,585653,60:00,28,3,25,0.893,stats#/player/967811,2023
35,Jenna Brenneman,G,0,0,,0,,,,,,,,,,,,,,Minnesota Whitecaps,,977772,585653,00:00,0,0,0,0,stats#/player/977772,2023
13,Dominique Kremer,D,0,1,1,0,0,1,1,0,0,0 - 0,0,0,0,2,1,0,0,Buffalo Beauts,stats#/player/632881,632881,585651,,,,,,,2023
34,Claudia Kepler,F,0,1,1,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/1020524,1020524,585651,,,,,,,2023
59,Mikyla Grant-Mentis,F,1,0,1,2,1,5,4,0,0,9 - 11,0.45,0,0,6,1,9,11,Buffalo Beauts,stats#/player/532475,532475,585651,,,,,,,2023
9,Autumn MacDougall,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/632861,632861,585651,,,,,,,2023
10,Maddie Truax,D,0,0,0,0,-1,2,0,0,0,0 - 0,0,0,0,2,0,0,0,Buffalo Beauts,stats#/player/1259837,1259837,585651,,,,,,,2023
11,Madi Nichols,F,0,0,0,0,0,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/1259838,1259838,585651,,,,,,,2023
14,Allison Attea,D,0,0,0,2,-1,1,0,0,0,0 - 0,0,0,0,2,1,0,0,Buffalo Beauts,stats#/player/825330,825330,585651,,,,,,,2023
16,Emma Nuutinen,F,0,0,0,0,-2,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/1179125,1179125,585651,,,,,,,2023
17,Cassidy MacPherson,F,0,0,0,0,-2,0,0,0,0,0 - 1,0,0,0,0,0,0,1,Buffalo Beauts,stats#/player/431630,431630,585651,,,,,,,2023
23,Antonia Matzka,D,0,0,0,0,-2,0,1,0,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/1179126,1179126,585651,,,,,,,2023
24,Anjelica Diffendal,F,0,0,0,0,-3,0,0,0,0,0 - 1,0,0,0,0,0,0,1,Buffalo Beauts,stats#/player/811831,811831,585651,,,,,,,2023
42,Courtney Maud,F,0,0,0,0,1,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/1159200,1159200,585651,,,,,,,2023
44,Jenna Suokko,F,0,0,0,0,-2,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/828439,828439,585651,,,,,,,2023
47,Jessica Healey,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/1159201,1159201,585651,,,,,,,2023
61,Michaela Boyle,F,0,0,0,2,-3,0,0,0,0,1 - 6,0.143,0,0,0,0,1,6,Buffalo Beauts,stats#/player/1259840,1259840,585651,,,,,,,2023
67,Summer-Rae Dobson,F,0,0,0,0,-2,0,0,0,0,7 - 12,0.368,0,0,0,0,7,12,Buffalo Beauts,stats#/player/1259841,1259841,585651,,,,,,,2023
77,Whitney Dove,D,0,0,0,2,-1,0,0,0,0,0 - 0,0,0,0,2,2,0,0,Buffalo Beauts,stats#/player/632942,632942,585651,,,,,,,2023
94,Grace Klienbach,F,0,0,0,0,0,0,0,0,0,1 - 3,0.25,0,0,0,0,1,3,Buffalo Beauts,stats#/player/827706,827706,585651,,,,,,,2023
8,Natalie Snodgrass,F,1,1,2,0,2,3,0,0,0,2 - 0,1,0,0,4,1,2,0,Minnesota Whitecaps,stats#/player/1373230,1373230,585651,,,,,,,2023
41,Denisa Krizova,F,1,1,2,0,2,3,0,0,0,0 - 0,0,0,0,3,0,0,0,Minnesota Whitecaps,stats#/player/1373245,1373245,585651,,,,,,,2023
3,Jonna Albers,F,0,1,1,2,2,4,0,0,0,0 - 0,0,0,0,4,0,0,0,Minnesota Whitecaps,stats#/player/1373270,1373270,585651,,,,,,,2023
5,Sidney Morin,D,1,0,1,0,2,5,0,0,0,0 - 0,0,0,0,8,3,0,0,Minnesota Whitecaps,stats#/player/1373227,1373227,585651,,,,,,,2023
9,Sydney Baldwin,D,0,1,1,0,2,3,0,0,0,0 - 0,0,0,0,3,0,0,0,Minnesota Whitecaps,stats#/player/1086275,1086275,585651,,,,,,,2023
11,Brittyn Fleming,F,0,1,1,0,1,4,1,0,0,6 - 6,0.5,0,0,4,0,6,6,Minnesota Whitecaps,stats#/player/1373232,1373232,585651,,,,,,,2023
14,Sydney Brodt,F,1,0,1,0,2,5,1,0,0,1 - 0,1,0,0,5,0,1,0,Minnesota Whitecaps,stats#/player/1445700,1445700,585651,,,,,,,2023
21,Liz Schepers,F,0,1,1,0,2,1,0,0,0,15 - 7,0.682,0,0,1,0,15,7,Minnesota Whitecaps,stats#/player/1373235,1373235,585651,,,,,,,2023
6,Brooke Madsen,F,0,0,0,0,0,1,1,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/1373228,1373228,585651,,,,,,,2023
10,Ronja Mogren,F,0,0,0,0,0,0,0,0,0,1 - 0,1,0,0,0,0,1,0,Minnesota Whitecaps,stats#/player/1373231,1373231,585651,,,,,,,2023
13,Ashleigh Brykaliuk,F,0,0,0,0,0,1,1,0,0,9 - 5,0.643,0,0,1,0,9,5,Minnesota Whitecaps,stats#/player/949961,949961,585651,,,,,,,2023
15,Meaghan Pezon,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/455178,455178,585651,,,,,,,2023
18,Stephanie Anderson,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/431659,431659,585651,,,,,,,2023
19,Anna Klein,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/1373234,1373234,585651,,,,,,,2023
24,Olivia Knowles,D,0,0,0,0,-1,1,0,0,0,0 - 0,0,0,0,2,1,0,0,Minnesota Whitecaps,stats#/player/1373236,1373236,585651,,,,,,,2023
27,Patti Marshall,D,0,0,0,0,2,1,0,0,0,0 - 0,0,0,0,2,1,0,0,Minnesota Whitecaps,stats#/player/949970,949970,585651,,,,,,,2023
28,Amanda Boulier,D,0,0,0,2,2,1,1,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/431662,431662,585651,,,,,,,2023
33,Maddie Rowe,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/707198,707198,585651,,,,,,,2023
31,Tera Hofmann,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,881597,585651,00:00,0,0,0,0,stats#/player/881597,2023
88,Lovisa Berndtsson,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,824067,585651,59:40,32,3,29,0.906,stats#/player/824067,2023
29,Amanda Leveille,G,0,0,,0,,,,,,,,,,,,,,Minnesota Whitecaps,,967811,585651,00:00,0,0,0,0,stats#/player/967811,2023
35,Jenna Brenneman,G,0,1,,0,,,,,,,,,,,,,,Minnesota Whitecaps,,977772,585651,60:00,13,1,12,0.923,stats#/player/977772,2023
