player_jersey,player_name,position,goals,assists,points,penalty_minutes,plus_minus,shots_on_goal,blocks,giveaways,takeaways,faceoffs_won_lost,faceoffs_win_pct,powerplay_goals,shorthanded_goals,shots,shots_blocked,faceoffs_won,faceoffs_lost,team,skaters_href,player_id,game_id,minutes_played,shots_against,goals_against,saves,save_percent,goalies_href,season
9,Kaycie Anderson,F,0,0,0,0,-2,2,0,0,0,0 - 0,0,0,0,2,0,0,0,Connecticut Whale,stats#/player/1194646,1194646,306651,,,,,,,2020
11,Brinna Dochniak,F/D,0,0,0,0,0,0,0,2,0,0 - 0,0,0,0,0,0,0,0,Connecticut Whale,stats#/player/513301,513301,306651,,,,,,,2020
14,Elena Orlando,D,0,0,0,0,-3,0,1,0,0,0 - 0,0,0,0,0,0,0,0,Connecticut Whale,stats#/player/909127,909127,306651,,,,,,,2020
15,Emma Vlasic,F,0,0,0,0,0,5,2,1,0,6 - 10,0.375,0,0,6,1,6,10,Connecticut Whale,stats#/player/431646,431646,306651,,,,,,,2020
16,Hanna Beattie,F/D,0,0,0,0,0,1,4,2,0,0 - 2,0,0,0,1,0,0,2,Connecticut Whale,stats#/player/455146,455146,306651,,,,,,,2020
17,Kateylnn Russ,F,0,0,0,2,0,3,0,0,0,0 - 0,0,0,0,4,1,0,0,Connecticut Whale,stats#/player/856786,856786,306651,,,,,,,2020
19,Janine Weber,F,0,0,0,0,-1,1,0,0,0,0 - 0,0,0,0,2,1,0,0,Connecticut Whale,stats#/player/513300,513300,306651,,,,,,,2020
20,Laurel Hill,D,0,0,0,0,1,1,0,2,0,0 - 0,0,0,0,1,0,0,0,Connecticut Whale,stats#/player/515537,515537,306651,,,,,,,2020
21,Sarah Schwenzfeier,F,0,0,0,0,-1,3,1,0,1,9 - 18,0.333,0,0,3,0,9,18,Connecticut Whale,stats#/player/455186,455186,306651,,,,,,,2020
25,Allie Lacombe,F,0,0,0,0,0,2,0,1,4,8 - 5,0.615,0,0,3,1,8,5,Connecticut Whale,stats#/player/515538,515538,306651,,,,,,,2020
33,Victoria Hanson,G,0,0,,0,,,,,,,,,,,,,,Boston Pride,,431611,306651,00:00,0,0,0,0,stats#/player/431611,2020
35,Lovisa Selander,G,0,0,,0,,,,,,,,,,,,,,Boston Pride,,431620,306651,60:00,30,1,29,0.967,stats#/player/431620,2020
1,Brooke Wolejko,G,0,0,,0,,,,,,,,,,,,,,Connecticut Whale,,456412,306651,59:15,46,4,42,0.913,stats#/player/456412,2020
31,Sonjia Shelly,G,0,0,,0,,,,,,,,,,,,,,Connecticut Whale,,456411,306651,00:00,0,0,0,0,stats#/player/456411,2020
33,Cassandra Goyette,G,0,0,,0,,,,,,,,,,,,,,Connecticut Whale,,431639,306651,00:00,0,0,0,0,stats#/player/431639,2020
3,Jonna Curtis,F,0,1,1,2,1,2,0,2,1,2 - 1,0.667,0,0,5,3,2,1,Minnesota Whitecaps,stats#/player/431666,431666,306650,,,,,,,2020
9,Allie Thunstrom,F,1,0,1,0,1,7,0,0,0,1 - 0,1,0,0,8,1,1,0,Minnesota Whitecaps,stats#/player/431677,431677,306650,,,,,,,2020
4,Chelsey Brodt Rosenthal,D,0,0,0,0,0,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/431664,431664,306650,,,,,,,2020
5,Winny Brodt Brown,D,0,0,0,0,0,0,0,1,0,0 - 0,0,0,0,1,1,0,0,Minnesota Whitecaps,stats#/player/431663,431663,306650,,,,,,,2020
6,Sydney Baldwin,D,0,0,0,0,1,3,0,1,1,0 - 0,0,0,0,4,1,0,0,Minnesota Whitecaps,stats#/player/1086275,1086275,306650,,,,,,,2020
7,Emma Stauber,D,0,0,0,0,1,0,1,0,1,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/968364,968364,306650,,,,,,,2020
8,Amanda Boulier,D,0,0,0,0,0,1,1,2,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/431662,431662,306650,,,,,,,2020
11,Lisa Martinson,F,0,0,0,2,0,0,0,1,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/431670,431670,306650,,,,,,,2020
15,Meaghan Pezon,F,0,0,0,0,0,4,1,0,1,8 - 13,0.381,0,0,5,1,8,13,Minnesota Whitecaps,stats#/player/455178,455178,306650,,,,,,,2020
18,Stephanie Anderson,F,0,0,0,0,0,0,2,1,1,6 - 3,0.667,0,0,0,0,6,3,Minnesota Whitecaps,stats#/player/431659,431659,306650,,,,,,,2020
20,Meghan Lorence,F,0,0,0,2,0,5,2,2,1,0 - 0,0,0,0,6,1,0,0,Minnesota Whitecaps,stats#/player/431669,431669,306650,,,,,,,2020
21,Audra Morrison,F,0,0,0,0,0,2,2,1,2,0 - 0,0,0,0,4,2,0,0,Minnesota Whitecaps,stats#/player/431673,431673,306650,,,,,,,2020
22,Kalli Funk,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/431667,431667,306650,,,,,,,2020
25,Lauren Barnes,F,0,0,0,2,0,2,0,0,0,6 - 9,0.4,0,0,2,0,6,9,Minnesota Whitecaps,stats#/player/431661,431661,306650,,,,,,,2020
26,Nicole Schammel,F,0,0,0,0,0,2,0,0,0,0 - 0,0,0,0,3,1,0,0,Minnesota Whitecaps,stats#/player/949958,949958,306650,,,,,,,2020
91,Haylea Schmid,F,0,0,0,0,0,2,0,1,1,12 - 5,0.706,0,0,2,0,12,5,Minnesota Whitecaps,stats#/player/431675,431675,306650,,,,,,,2020
5,Leila Kilduff,D,0,0,0,0,0,2,3,0,1,0 - 0,0,0,0,4,2,0,0,Metropolitan Riveters,stats#/player/456621,456621,306650,,,,,,,2020
7,Brooke Baker,F,0,0,0,0,0,0,0,1,0,0 - 0,0,0,0,0,0,0,0,Metropolitan Riveters,stats#/player/431649,431649,306650,,,,,,,2020
8,Colleen Murphy,D,0,0,0,0,0,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Metropolitan Riveters,stats#/player/967617,967617,306650,,,,,,,2020
9,Rebecca Morse,D,0,0,0,0,0,1,2,0,1,0 - 0,0,0,0,3,2,0,0,Metropolitan Riveters,stats#/player/431654,431654,306650,,,,,,,2020
10,Kendall Cornine,F,0,0,0,0,0,1,0,1,1,11 - 12,0.478,0,0,1,0,11,12,Metropolitan Riveters,stats#/player/431650,431650,306650,,,,,,,2020
13,Cailey Hutchison,F,0,0,0,4,0,1,0,0,1,6 - 6,0.5,0,0,1,0,6,6,Metropolitan Riveters,stats#/player/431652,431652,306650,,,,,,,2020
14,Madison Packer,F,0,0,0,2,-1,5,3,1,1,2 - 2,0.5,0,0,6,1,2,2,Metropolitan Riveters,stats#/player/966106,966106,306650,,,,,,,2020
15,Jayne Lewis,F,0,0,0,0,0,1,0,1,0,0 - 0,0,0,0,1,0,0,0,Metropolitan Riveters,stats#/player/532476,532476,306650,,,,,,,2020
17,Tatiana Shatalova,F,0,0,0,0,0,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Metropolitan Riveters,stats#/player/431657,431657,306650,,,,,,,2020
20,Mallory Rushton,F/D,0,0,0,0,0,4,0,2,2,1 - 0,1,0,0,5,1,1,0,Metropolitan Riveters,stats#/player/431656,431656,306650,,,,,,,2020
21,Brooke Avery,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Metropolitan Riveters,stats#/player/431648,431648,306650,,,,,,,2020
22,Kelly Nash,F,0,0,0,2,-1,1,0,0,1,9 - 12,0.429,0,0,1,0,9,12,Metropolitan Riveters,stats#/player/455157,455157,306650,,,,,,,2020
23,Haley Frade,F,0,0,0,0,0,2,0,0,1,1 - 3,0.25,0,0,2,0,1,3,Metropolitan Riveters,stats#/player/529481,529481,306650,,,,,,,2020
25,Ashley Johnston,D,0,0,0,2,-1,0,0,0,0,0 - 0,0,0,0,2,2,0,0,Metropolitan Riveters,stats#/player/57701,57701,306650,,,,,,,2020
26,Kiira Dosdall-Arena,D,0,0,0,0,-1,0,2,0,1,0 - 0,0,0,0,0,0,0,0,Metropolitan Riveters,stats#/player/1066549,1066549,306650,,,,,,,2020
28,Kate Leary,F,0,0,0,0,-1,8,0,2,2,1 - 0,1,0,0,9,1,1,0,Metropolitan Riveters,stats#/player/699768,699768,306650,,,,,,,2020
29,Amanda Leveille,G,0,0,,0,,,,,,,,,,,,,,Minnesota Whitecaps,,967811,306650,66:39,28,0,28,1,stats#/player/967811,2020
31,Allie Morse,G,0,0,,0,,,,,,,,,,,,,,Minnesota Whitecaps,,1077050,306650,00:00,0,0,0,0,stats#/player/1077050,2020
34,Dana Demartino,G,0,0,,0,,,,,,,,,,,,,,Metropolitan Riveters,,431651,306650,00:00,0,0,0,0,stats#/player/431651,2020
70,Sam Walther,G,0,0,,0,,,,,,,,,,,,,,Metropolitan Riveters,,456426,306650,66:39,31,1,30,0.968,stats#/player/456426,2020
10,Mikyla Grant-Mentis,F,1,1,2,0,1,2,0,2,2,9 - 12,0.429,0,0,3,1,9,12,Buffalo Beauts,stats#/player/532475,532475,307158,,,,,,,2020
6,Kristin Lewicki,F,0,1,1,0,-1,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/632934,632934,307158,,,,,,,2020
11,Megan Delay,D,1,0,1,2,0,2,0,1,0,0 - 0,0,0,0,3,1,0,0,Buffalo Beauts,stats#/player/431627,431627,307158,,,,,,,2020
17,Cassidy MacPherson,F,0,1,1,0,-1,1,0,0,0,5 - 8,0.385,0,0,1,0,5,8,Buffalo Beauts,stats#/player/431630,431630,307158,,,,,,,2020
23,Corinne Buie,F,1,0,1,0,0,5,0,1,0,5 - 2,0.714,0,0,5,0,5,2,Buffalo Beauts,stats#/player/58129,58129,307158,,,,,,,2020
95,Taylor Accursi,F,0,1,1,0,1,3,0,1,0,0 - 0,0,0,0,4,1,0,0,Buffalo Beauts,stats#/player/455139,455139,307158,,,,,,,2020
4,Marie-Jo Pelletier,D,0,0,0,0,0,6,1,1,1,0 - 0,0,0,0,7,1,0,0,Buffalo Beauts,stats#/player/431633,431633,307158,,,,,,,2020
5,Lenka Curmova,D,0,0,0,0,0,0,1,0,0,0 - 0,0,0,0,2,2,0,0,Buffalo Beauts,stats#/player/980280,980280,307158,,,,,,,2020
8,Iveta Klimášová,F,0,0,0,0,0,3,1,2,0,0 - 0,0,0,0,5,2,0,0,Buffalo Beauts,stats#/player/431629,431629,307158,,,,,,,2020
12,Ana Orzechowski,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,1,1,0,0,Buffalo Beauts,stats#/player/466335,466335,307158,,,,,,,2020
15,Kandice Sheriff,F,0,0,0,0,0,1,1,1,1,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/431635,431635,307158,,,,,,,2020
21,Kim Brown,F,0,0,0,0,0,0,0,0,0,1 - 0,1,0,0,0,0,1,0,Buffalo Beauts,stats#/player/431625,431625,307158,,,,,,,2020
22,Becki Bowering,F,0,0,0,0,0,1,0,0,0,6 - 7,0.462,0,0,1,0,6,7,Buffalo Beauts,stats#/player/431624,431624,307158,,,,,,,2020
71,Richelle Skarbowski,D,0,0,0,0,-1,0,0,1,0,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/466336,466336,307158,,,,,,,2020
81,Erin Gehen,F,0,0,0,0,-2,3,0,0,0,0 - 0,0,0,0,4,1,0,0,Buffalo Beauts,stats#/player/466337,466337,307158,,,,,,,2020
88,Sara Bustad,F/D,0,0,0,2,0,3,3,0,0,0 - 0,0,0,0,4,1,0,0,Buffalo Beauts,stats#/player/456616,456616,307158,,,,,,,2020
15,Emma Vlasic,F,0,3,3,0,1,0,1,0,2,1 - 8,0.111,0,0,0,0,1,8,Connecticut Whale,stats#/player/431646,431646,307158,,,,,,,2020
17,Kateylnn Russ,F,2,1,3,0,0,4,1,0,3,0 - 0,0,1,0,4,0,0,0,Connecticut Whale,stats#/player/856786,856786,307158,,,,,,,2020
16,Hanna Beattie,F/D,2,0,2,2,2,4,0,0,1,0 - 0,0,0,0,5,1,0,0,Connecticut Whale,stats#/player/455146,455146,307158,,,,,,,2020
7,Jane Morrisette,F,0,1,1,2,0,0,0,0,0,8 - 4,0.667,0,0,0,0,8,4,Connecticut Whale,stats#/player/431645,431645,307158,,,,,,,2020
14,Elena Orlando,D,0,1,1,0,1,0,1,0,1,0 - 0,0,0,0,0,0,0,0,Connecticut Whale,stats#/player/909127,909127,307158,,,,,,,2020
18,Elena Gualtieri,F,0,1,1,0,0,1,1,0,0,0 - 0,0,0,0,1,0,0,0,Connecticut Whale,stats#/player/490587,490587,307158,,,,,,,2020
19,Janine Weber,F,0,1,1,0,0,2,0,0,0,0 - 0,0,0,0,4,2,0,0,Connecticut Whale,stats#/player/513300,513300,307158,,,,,,,2020
25,Allie Lacombe,F,1,0,1,0,0,6,1,0,1,5 - 4,0.556,0,0,7,1,5,4,Connecticut Whale,stats#/player/515538,515538,307158,,,,,,,2020
4,Taylor Marchin,D,0,0,0,2,-1,1,1,1,0,0 - 0,0,0,0,2,1,0,0,Connecticut Whale,stats#/player/1194642,1194642,307158,,,,,,,2020
6,Shannon Turner,D,0,0,0,0,2,3,3,0,0,0 - 0,0,0,0,3,0,0,0,Connecticut Whale,stats#/player/967608,967608,307158,,,,,,,2020
9,Kaycie Anderson,F,0,0,0,0,0,1,0,1,0,0 - 0,0,0,0,1,0,0,0,Connecticut Whale,stats#/player/1194646,1194646,307158,,,,,,,2020
10,Alexa Aramburu,F,0,0,0,0,2,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Connecticut Whale,stats#/player/699759,699759,307158,,,,,,,2020
11,Brinna Dochniak,F/D,0,0,0,0,-1,1,1,1,0,0 - 0,0,0,0,1,0,0,0,Connecticut Whale,stats#/player/513301,513301,307158,,,,,,,2020
20,Laurel Hill,D,0,0,0,0,-1,0,0,0,2,0 - 0,0,0,0,2,2,0,0,Connecticut Whale,stats#/player/515537,515537,307158,,,,,,,2020
21,Sarah Schwenzfeier,F,0,0,0,0,0,1,0,1,0,14 - 10,0.583,0,0,1,0,14,10,Connecticut Whale,stats#/player/455186,455186,307158,,,,,,,2020
94,Grace Klienbach,F,0,0,0,0,-1,1,1,0,0,1 - 0,1,0,0,1,0,1,0,Connecticut Whale,stats#/player/827706,827706,307158,,,,,,,2020
1,Lea-Kristine Demers,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,532474,307158,60:00,26,5,21,0.808,stats#/player/532474,2020
37,Mariah Fujimagari,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,728502,307158,00:00,0,0,0,0,stats#/player/728502,2020
1,Brooke Wolejko,G,0,0,,0,,,,,,,,,,,,,,Connecticut Whale,,456412,307158,60:00,31,3,28,0.903,stats#/player/456412,2020
31,Sonjia Shelly,G,0,0,,0,,,,,,,,,,,,,,Connecticut Whale,,456411,307158,00:00,0,0,0,0,stats#/player/456411,2020
9,Rebecca Morse,D,0,1,1,2,1,3,2,1,0,0 - 0,0,0,0,7,2,0,0,Metropolitan Riveters,stats#/player/431654,431654,268135,,,,,,,2020
14,Madison Packer,F,0,1,1,0,1,1,2,0,1,1 - 1,0.5,0,0,4,2,1,1,Metropolitan Riveters,stats#/player/966106,966106,268135,,,,,,,2020
28,Kate Leary,F,1,0,1,0,1,8,1,0,0,1 - 1,0.5,0,0,11,1,1,1,Metropolitan Riveters,stats#/player/699768,699768,268135,,,,,,,2020
3,Cassie Dunne,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Metropolitan Riveters,stats#/player/455145,455145,268135,,,,,,,2020
5,Leila Kilduff,D,0,0,0,2,1,2,1,1,1,0 - 0,0,0,0,5,1,0,0,Metropolitan Riveters,stats#/player/456621,456621,268135,,,,,,,2020
7,Brooke Baker,F,0,0,0,0,0,2,1,0,1,0 - 0,0,0,0,3,1,0,0,Metropolitan Riveters,stats#/player/431649,431649,268135,,,,,,,2020
8,Colleen Murphy,D,0,0,0,2,-2,3,0,1,0,0 - 0,0,0,0,7,1,0,0,Metropolitan Riveters,stats#/player/967617,967617,268135,,,,,,,2020
10,Kendall Cornine,F,0,0,0,4,-2,4,0,2,1,9 - 8,0.529,0,0,8,1,9,8,Metropolitan Riveters,stats#/player/431650,431650,268135,,,,,,,2020
13,Cailey Hutchison,F,0,0,0,0,0,2,0,0,0,7 - 5,0.583,0,0,2,0,7,5,Metropolitan Riveters,stats#/player/431652,431652,268135,,,,,,,2020
15,Jayne Lewis,F,0,0,0,0,0,1,0,0,2,0 - 0,0,0,0,1,0,0,0,Metropolitan Riveters,stats#/player/532476,532476,268135,,,,,,,2020
17,Tatiana Shatalova,F,0,0,0,0,0,2,1,1,0,0 - 0,0,0,0,4,2,0,0,Metropolitan Riveters,stats#/player/431657,431657,268135,,,,,,,2020
20,Mallory Rushton,F/D,0,0,0,0,-2,2,0,0,0,0 - 0,0,0,0,2,0,0,0,Metropolitan Riveters,stats#/player/431656,431656,268135,,,,,,,2020
22,Kelly Nash,F,0,0,0,2,-1,2,1,0,0,4 - 9,0.308,0,0,2,0,4,9,Metropolitan Riveters,stats#/player/455157,455157,268135,,,,,,,2020
23,Haley Frade,F,0,0,0,4,0,2,0,0,0,4 - 6,0.4,0,0,3,1,4,6,Metropolitan Riveters,stats#/player/529481,529481,268135,,,,,,,2020
25,Ashley Johnston,D,0,0,0,0,-2,1,1,0,0,0 - 0,0,0,0,2,0,0,0,Metropolitan Riveters,stats#/player/57701,57701,268135,,,,,,,2020
26,Kiira Dosdall-Arena,D,0,0,0,0,0,2,4,0,0,0 - 0,0,0,0,4,0,0,0,Metropolitan Riveters,stats#/player/1066549,1066549,268135,,,,,,,2020
10,Mikyla Grant-Mentis,F,1,1,2,2,0,3,0,0,0,10 - 8,0.556,1,0,5,1,10,8,Buffalo Beauts,stats#/player/532475,532475,268135,,,,,,,2020
6,Kristin Lewicki,F,0,1,1,0,1,1,0,1,0,0 - 0,0,0,0,3,1,0,0,Buffalo Beauts,stats#/player/632934,632934,268135,,,,,,,2020
11,Megan Delay,D,0,1,1,2,0,1,0,1,1,0 - 0,0,0,0,3,2,0,0,Buffalo Beauts,stats#/player/431627,431627,268135,,,,,,,2020
17,Cassidy MacPherson,F,0,1,1,0,1,3,2,0,2,3 - 8,0.273,0,0,5,1,3,8,Buffalo Beauts,stats#/player/431630,431630,268135,,,,,,,2020
23,Corinne Buie,F,1,0,1,0,1,6,1,0,1,3 - 2,0.6,0,0,7,0,3,2,Buffalo Beauts,stats#/player/58129,58129,268135,,,,,,,2020
81,Erin Gehen,F,1,0,1,0,1,1,0,0,0,1 - 0,1,0,0,2,1,1,0,Buffalo Beauts,stats#/player/466337,466337,268135,,,,,,,2020
88,Sara Bustad,F/D,0,1,1,2,0,2,1,0,0,0 - 0,0,0,0,3,0,0,0,Buffalo Beauts,stats#/player/456616,456616,268135,,,,,,,2020
4,Marie-Jo Pelletier,D,0,0,0,0,0,1,0,1,0,0 - 0,0,0,0,1,0,0,0,Buffalo Beauts,stats#/player/431633,431633,268135,,,,,,,2020
5,Lenka Curmova,D,0,0,0,4,0,2,2,1,0,0 - 0,0,0,0,6,1,0,0,Buffalo Beauts,stats#/player/980280,980280,268135,,,,,,,2020
8,Iveta Klimášová,F,0,0,0,2,0,1,1,0,0,0 - 0,0,0,0,2,1,0,0,Buffalo Beauts,stats#/player/431629,431629,268135,,,,,,,2020
12,Ana Orzechowski,D,0,0,0,0,1,0,2,0,1,0 - 0,0,0,0,0,0,0,0,Buffalo Beauts,stats#/player/466335,466335,268135,,,,,,,2020
15,Kandice Sheriff,F,0,0,0,0,-1,2,0,1,0,0 - 1,0,0,0,3,1,0,1,Buffalo Beauts,stats#/player/431635,431635,268135,,,,,,,2020
21,Kim Brown,F,0,0,0,2,0,0,0,0,0,3 - 0,1,0,0,2,1,3,0,Buffalo Beauts,stats#/player/431625,431625,268135,,,,,,,2020
22,Becki Bowering,F,0,0,0,0,0,0,2,0,1,10 - 4,0.714,0,0,1,1,10,4,Buffalo Beauts,stats#/player/431624,431624,268135,,,,,,,2020
71,Richelle Skarbowski,D,0,0,0,0,1,1,1,0,0,0 - 0,0,0,0,2,1,0,0,Buffalo Beauts,stats#/player/466336,466336,268135,,,,,,,2020
95,Taylor Accursi,F,0,0,0,0,0,1,0,1,0,0 - 3,0,0,0,4,2,0,3,Buffalo Beauts,stats#/player/455139,455139,268135,,,,,,,2020
30,Zoe Zisis,G,0,0,,0,,,,,,,,,,,,,,Metropolitan Riveters,,526940,268135,00:00,0,0,0,0,stats#/player/526940,2020
70,Sam Walther,G,0,0,,0,,,,,,,,,,,,,,Metropolitan Riveters,,456426,268135,60:00,25,3,22,0.88,stats#/player/456426,2020
1,Lea-Kristine Demers,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,532474,268135,60:00,37,1,36,0.973,stats#/player/532474,2020
37,Mariah Fujimagari,G,0,0,,0,,,,,,,,,,,,,,Buffalo Beauts,,728502,268135,00:00,0,0,0,0,stats#/player/728502,2020
3,Jonna Curtis,F,0,2,2,0,-1,5,2,0,0,0 - 2,0,0,0,6,1,0,2,Minnesota Whitecaps,stats#/player/431666,431666,268136,,,,,,,2020
20,Meghan Lorence,F,1,1,2,0,1,4,0,1,1,0 - 0,0,1,0,5,1,0,0,Minnesota Whitecaps,stats#/player/431669,431669,268136,,,,,,,2020
9,Allie Thunstrom,F,0,1,1,0,-1,5,2,2,1,0 - 0,0,0,0,6,1,0,0,Minnesota Whitecaps,stats#/player/431677,431677,268136,,,,,,,2020
18,Stephanie Anderson,F,0,1,1,0,0,2,1,0,3,3 - 4,0.429,0,0,4,1,3,4,Minnesota Whitecaps,stats#/player/431659,431659,268136,,,,,,,2020
21,Audra Morrison,F,1,0,1,0,0,2,0,1,0,0 - 0,0,1,0,3,1,0,0,Minnesota Whitecaps,stats#/player/431673,431673,268136,,,,,,,2020
26,Nicole Schammel,F,1,0,1,0,1,12,0,0,1,0 - 1,0,0,0,13,1,0,1,Minnesota Whitecaps,stats#/player/949958,949958,268136,,,,,,,2020
91,Haylea Schmid,F,0,1,1,0,1,2,0,0,2,4 - 6,0.4,0,0,3,0,4,6,Minnesota Whitecaps,stats#/player/431675,431675,268136,,,,,,,2020
4,Chelsey Brodt Rosenthal,D,0,0,0,2,0,1,1,2,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/431664,431664,268136,,,,,,,2020
5,Winny Brodt Brown,D,0,0,0,0,0,2,1,0,0,0 - 0,0,0,0,3,1,0,0,Minnesota Whitecaps,stats#/player/431663,431663,268136,,,,,,,2020
8,Amanda Boulier,D,0,0,0,0,-1,0,1,2,0,0 - 0,0,0,0,2,2,0,0,Minnesota Whitecaps,stats#/player/431662,431662,268136,,,,,,,2020
10,Brooke White-Lancette,F,0,0,0,0,0,0,0,1,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/431678,431678,268136,,,,,,,2020
11,Lisa Martinson,F,0,0,0,2,0,0,0,1,2,0 - 0,0,0,0,1,1,0,0,Minnesota Whitecaps,stats#/player/431670,431670,268136,,,,,,,2020
12,Kelsey Cline,F/D,0,0,0,0,0,1,0,0,0,0 - 0,0,0,0,1,0,0,0,Minnesota Whitecaps,stats#/player/431665,431665,268136,,,,,,,2020
14,Rose Alleva,D,0,0,0,0,1,0,1,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/456613,456613,268136,,,,,,,2020
15,Meaghan Pezon,F,0,0,0,2,-1,2,0,1,1,9 - 18,0.333,0,0,4,2,9,18,Minnesota Whitecaps,stats#/player/455178,455178,268136,,,,,,,2020
