player_jersey,player_name,position,goals,assists,points,penalty_minutes,plus_minus,shots_on_goal,blocks,giveaways,takeaways,faceoffs_won_lost,faceoffs_win_pct,powerplay_goals,shorthanded_goals,shots,shots_blocked,faceoffs_won,faceoffs_lost,team,skaters_href,player_id,game_id,minutes_played,shots_against,goals_against,saves,save_percent,goalies_href,season
3,Jonna Curtis,F,0,2,2,0,2,4,2,1,1,0 - 2,0,0,0,4,0,0,2,Minnesota Whitecaps,stats#/player/431666,431666,379254,,,,,,,2021
9,Allie Thunstrom,F,2,0,2,0,2,7,0,3,3,0 - 0,0,0,0,8,1,0,0,Minnesota Whitecaps,stats#/player/431677,431677,379254,,,,,,,2021
15,Meaghan Pezon,F,1,1,2,0,2,1,0,4,1,9 - 12,0.429,1,0,1,0,9,12,Minnesota Whitecaps,stats#/player/455178,455178,379254,,,,,,,2021
5,Winny Brodt Brown,D,0,1,1,0,1,0,0,0,3,0 - 0,0,0,0,1,1,0,0,Minnesota Whitecaps,stats#/player/431663,431663,379254,,,,,,,2021
21,Audra Morrison,F,0,1,1,0,1,3,1,3,4,0 - 0,0,0,0,4,1,0,0,Minnesota Whitecaps,stats#/player/431673,431673,379254,,,,,,,2021
4,Chelsey Brodt Rosenthal,D,0,0,0,0,-2,0,0,1,2,0 - 0,0,0,0,1,1,0,0,Minnesota Whitecaps,stats#/player/431664,431664,379254,,,,,,,2021
8,Amanda Boulier,D,0,0,0,0,1,3,1,1,1,0 - 0,0,0,0,3,0,0,0,Minnesota Whitecaps,stats#/player/431662,431662,379254,,,,,,,2021
11,Lisa Martinson,F,0,0,0,2,-1,0,1,3,1,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/431670,431670,379254,,,,,,,2021
18,Stephanie Anderson,F,0,0,0,0,-2,1,1,1,2,5 - 16,0.238,0,0,2,1,5,16,Minnesota Whitecaps,stats#/player/431659,431659,379254,,,,,,,2021
19,Haley Mack,F,0,0,0,0,-1,5,0,4,3,0 - 0,0,0,0,6,1,0,0,Minnesota Whitecaps,stats#/player/706982,706982,379254,,,,,,,2021
20,Meghan Lorence,F,0,0,0,0,-2,2,1,1,2,0 - 0,0,0,0,2,0,0,0,Minnesota Whitecaps,stats#/player/431669,431669,379254,,,,,,,2021
22,Lynn Astrup,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,Minnesota Whitecaps,stats#/player/706983,706983,379254,,,,,,,2021
