type,id,league_id,season_id,tournament_id,game_id,number,datetime,datetime_tz,time_zone,time_zone_abbr,updated_at,created_at,home_team_id,home_team,home_team_short,home_team_logo_url_full,home_team_logo_url_small,home_team_logo_url_medium,home_team_logo_url_large,home_team_logo_url_50,home_team_logo_url_100,home_team_logo_url_200,away_team_id,away_team,away_team_short,away_team_logo_url_full,away_team_logo_url_small,away_team_logo_url_medium,away_team_logo_url_large,away_team_logo_url_50,away_team_logo_url_100,away_team_logo_url_200,home_division_id,home_division,away_division_id,away_division,home_score,away_score,home_shots,away_shots,home_penalty_minutes,away_penalty_minutes,home_roster_count,away_roster_count,facility_id,facility,facility_address,rink_id,rink,game_type,notes,status,overtime,shootout,allow_players,tickets_url,watch_live_url,external_url,has_play_by_play,highlight_color,attendance,date_group,winner,season,PBP,team_box,player_box
game,g-585679,100,4667,,585679,,2023-02-19T12:00:00Z,2023-02-19T17:00:00Z,US/Eastern,EDT,2023-03-14T15:23:04Z,2022-09-19T12:54:51Z,203159,Connecticut Whale,CTW,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-200.svg,203158,Toronto Six,TOR,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-200.png,20048,PHF,20048,PHF,6,4,45,29,8,8,20,20,6393,International Skating Center of CT,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://whale.universitytickets.com/,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-19,Connecticut Whale,2023,TRUE,TRUE,TRUE
game,g-585677,100,4667,,585677,,2023-02-18T20:00:00Z,2023-02-19T01:00:00Z,US/Eastern,EDT,2023-02-27T17:55:01Z,2022-09-19T12:54:51Z,203156,Boston Pride,BOS,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-200.svg,207478,Montreal Force,MON,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-200.png,20048,PHF,20048,PHF,4,1,33,55,8,10,18,20,2949,Warrior Ice Arena,90%20Guest%20St%2C%20Boston%2C%20MA%2C%20US%2C%2002135,,,Regular Season,"",Final,FALSE,FALSE,TRUE,http://pride.universitytickets.com/,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-18,Boston Pride,2023,TRUE,TRUE,TRUE
game,g-585676,100,4667,,585676,,2023-02-18T19:00:00Z,2023-02-19T00:00:00Z,US/Eastern,EDT,2023-03-14T15:18:28Z,2022-09-19T12:54:51Z,203159,Connecticut Whale,CTW,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-200.svg,203158,Toronto Six,TOR,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-200.png,20048,PHF,20048,PHF,3,5,45,30,6,6,20,20,6393,International Skating Center of CT,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://whale.universitytickets.com/,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-18,Toronto Six,2023,TRUE,TRUE,TRUE
game,g-585678,100,4667,,585678,,2023-02-18T19:00:00Z,2023-02-19T00:00:00Z,US/Eastern,EDT,2023-03-04T05:18:55Z,2022-09-19T12:54:51Z,203160,Minnesota Whitecaps,MIN,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-200.svg,203155,Buffalo Beauts,BUF,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-200.svg,20048,PHF,20048,PHF,2,4,31,35,10,8,18,20,6389,Richfield Ice Arena,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://whitecaps.goigniter.com/events/23344-buffalo-beauts-vs-minnesota-whitecaps,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-18,Buffalo Beauts,2023,TRUE,TRUE,TRUE
game,g-612260,100,4667,,612260,,2023-02-12T14:00:00Z,2023-02-12T19:00:00Z,US/Eastern,EDT,2023-02-13T14:44:54Z,2022-11-04T19:33:10Z,203158,Toronto Six,TOR,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-200.png,207478,Montreal Force,MON,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-200.png,20048,PHF,20048,PHF,2,1,34,27,10,14,20,20,4722,Canlan Sport - York,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://toronto6ix.universitytickets.com/,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-12,Toronto Six,2023,TRUE,TRUE,TRUE
game,g-585674,100,4667,,585674,,2023-02-11T14:00:00Z,2023-02-11T19:00:00Z,US/Eastern,EDT,2023-02-13T14:54:37Z,2022-09-19T12:54:51Z,203158,Toronto Six,TOR,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-200.png,207478,Montreal Force,MON,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-200.png,20048,PHF,20048,PHF,0,3,48,41,8,4,20,20,4722,Canlan Sport - York,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://toronto6ix.universitytickets.com/,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-11,Montreal Force,2023,TRUE,TRUE,TRUE
game,g-585668,100,4667,,585668,,2023-02-06T13:00:00Z,2023-02-06T18:00:00Z,US/Eastern,EDT,2023-02-07T01:13:34Z,2022-09-19T12:54:50Z,207478,Montreal Force,MON,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-200.png,203160,Minnesota Whitecaps,MIN,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-200.svg,20048,PHF,20048,PHF,2,3,39,38,4,12,20,18,6397,Arena regional de la riviere-du-Nord,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://linktr.ee/forcemontreal,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-06,Minnesota Whitecaps,2023,TRUE,TRUE,TRUE
game,g-585672,100,4667,,585672,,2023-02-05T14:00:00Z,2023-02-05T19:00:00Z,US/Eastern,EDT,2023-02-06T03:31:03Z,2022-09-19T12:54:50Z,203158,Toronto Six,TOR,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-79963-toronto-1589911518181154530-200.png,203155,Buffalo Beauts,BUF,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61635-beauts-1567056106867131339-200.svg,20048,PHF,20048,PHF,7,2,32,24,16,8,20,20,4722,Canlan Sport - York,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://toronto6ix.universitytickets.com/,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-05,Toronto Six,2023,TRUE,TRUE,TRUE
game,g-585673,100,4667,,585673,,2023-02-05T14:00:00Z,2023-02-05T19:00:00Z,US/Eastern,EDT,2023-02-10T17:19:51Z,2022-09-19T12:54:50Z,203156,Boston Pride,BOS,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61638-pride-1566720849090260505-200.svg,203159,Connecticut Whale,CTW,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61637-whale-1567196140816492837-200.svg,20048,PHF,20048,PHF,5,2,40,57,4,4,18,19,2949,Warrior Ice Arena,90%20Guest%20St%2C%20Boston%2C%20MA%2C%20US%2C%2002135,,,Regular Season,"",Final,FALSE,FALSE,TRUE,http://pride.universitytickets.com/,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-05,Boston Pride,2023,TRUE,TRUE,TRUE
game,g-585671,100,4667,,585671,,2023-02-05T13:00:00Z,2023-02-05T18:00:00Z,US/Eastern,EDT,2023-02-10T17:54:46Z,2022-09-19T12:54:50Z,207478,Montreal Force,MON,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-small.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-medium.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-large.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-50.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-100.png,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-207478-montr-al-1661133240389504767-200.png,203160,Minnesota Whitecaps,MIN,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-small.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-medium.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-large.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-50.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-100.svg,https://img.shiftstats.com/dcd7c2ef-0bf7-4a7e-a22f-e1e1a76f936c/team-logo_url-61639-whitecaps-1566720935245349011-200.svg,20048,PHF,20048,PHF,1,4,38,52,12,8,20,19,6397,Arena regional de la riviere-du-Nord,"",,,Regular Season,"",Final,FALSE,FALSE,TRUE,https://linktr.ee/forcemontreal,https://www.espn.com/espnplus/catalog/449dd9a7-1f66-34e3-8d1a-5c96baafdc27/premier-hockey-federation,,TRUE,,,2023-02-05,Minnesota Whitecaps,2023,TRUE,TRUE,TRUE
