game_id,season_full,date,home_name,away_name,home_final_score,away_final_score,game_type
2007020001,20072008,2007-09-29,Los Angeles Kings,Anaheim Ducks,4,1,REG
2007020002,20072008,2007-09-30,Anaheim Ducks,Los Angeles Kings,4,1,REG
2007020003,20072008,2007-10-03,Carolina Hurricanes,Montréal Canadiens,2,3,REG
2007020004,20072008,2007-10-03,Detroit Red Wings,Anaheim Ducks,3,2,REG
2007020005,20072008,2007-10-03,Toronto Maple Leafs,Ottawa Senators,3,4,REG
2007020006,20072008,2007-10-03,Colorado Avalanche,Dallas Stars,4,3,REG
2007020007,20072008,2007-10-04,New York Rangers,Florida Panthers,5,2,REG
2007020008,20072008,2007-10-04,Ottawa Senators,Toronto Maple Leafs,3,2,REG
2007020009,20072008,2007-10-04,Tampa Bay Lightning,New Jersey Devils,3,1,REG
2007020010,20072008,2007-10-04,Nashville Predators,Colorado Avalanche,4,0,REG
2007020011,20072008,2007-10-04,Minnesota Wild,Chicago Blackhawks,1,0,REG
2007020013,20072008,2007-10-04,Edmonton Oilers,San Jose Sharks,3,2,REG
2007020014,20072008,2007-10-04,Phoenix Coyotes,St. Louis Blues,3,2,REG
2007020012,20072008,2007-10-04,Calgary Flames,Philadelphia Flyers,2,3,REG
2007020015,20072008,2007-10-05,Carolina Hurricanes,Pittsburgh Penguins,4,1,REG
2007020016,20072008,2007-10-05,Columbus Blue Jackets,Anaheim Ducks,4,0,REG
2007020017,20072008,2007-10-05,Buffalo Sabres,New York Islanders,4,6,REG
2007020018,20072008,2007-10-05,Atlanta Thrashers,Washington Capitals,1,3,REG
2007020019,20072008,2007-10-05,Dallas Stars,Boston Bruins,4,1,REG
2007020020,20072008,2007-10-05,Vancouver Canucks,San Jose Sharks,1,3,REG
2007020022,20072008,2007-10-06,Toronto Maple Leafs,Montréal Canadiens,4,3,REG
2007020023,20072008,2007-10-06,Ottawa Senators,New York Rangers,2,0,REG
2007020024,20072008,2007-10-06,New York Islanders,Buffalo Sabres,3,2,REG
2007020025,20072008,2007-10-06,Washington Capitals,Carolina Hurricanes,2,0,REG
2007020026,20072008,2007-10-06,Florida Panthers,New Jersey Devils,1,4,REG
2007020027,20072008,2007-10-06,Pittsburgh Penguins,Anaheim Ducks,5,4,REG
