game_id,link,game_type_abbreviation,season_full,game_date_time,status_abstract_game_state,status_coded_game_state,status_detailed_state,status_status_code,status_start_time_tbd,away_score,away_team_id,away_team_name,away_team_link,home_score,home_team_id,home_team_name,home_team_link,venue_id,venue_name,venue_link,content_link,game_type,game_date,season,PBP,team_box,player_box
2015030416,/api/v1/game/2015030416/feed/live,P,20152016,2016-06-13T00:00:00Z,Final,7,Final,7,FALSE,3,5,Pittsburgh Penguins,/api/v1/teams/5,1,28,San Jose Sharks,/api/v1/teams/28,,SAP Center at San Jose,/api/v1/venues/null,/api/v1/game/2015030416/content,POST,2016-06-13,2016,TRUE,TRUE,TRUE
2015030415,/api/v1/game/2015030415/feed/live,P,20152016,2016-06-10T00:00:00Z,Final,7,Final,7,FALSE,4,28,San Jose Sharks,/api/v1/teams/28,2,5,Pittsburgh Penguins,/api/v1/teams/5,,CONSOL Energy Center,/api/v1/venues/null,/api/v1/game/2015030415/content,POST,2016-06-10,2016,TRUE,TRUE,TRUE
2015030414,/api/v1/game/2015030414/feed/live,P,20152016,2016-06-07T00:00:00Z,Final,7,Final,7,FALSE,3,5,Pittsburgh Penguins,/api/v1/teams/5,1,28,San Jose Sharks,/api/v1/teams/28,,SAP Center at San Jose,/api/v1/venues/null,/api/v1/game/2015030414/content,POST,2016-06-07,2016,TRUE,TRUE,TRUE
2015030413,/api/v1/game/2015030413/feed/live,P,20152016,2016-06-05T00:00:00Z,Final,7,Final,7,FALSE,2,5,Pittsburgh Penguins,/api/v1/teams/5,3,28,San Jose Sharks,/api/v1/teams/28,,SAP Center at San Jose,/api/v1/venues/null,/api/v1/game/2015030413/content,POST,2016-06-05,2016,TRUE,TRUE,TRUE
2015030412,/api/v1/game/2015030412/feed/live,P,20152016,2016-06-02T00:00:00Z,Final,7,Final,7,FALSE,1,28,San Jose Sharks,/api/v1/teams/28,2,5,Pittsburgh Penguins,/api/v1/teams/5,,CONSOL Energy Center,/api/v1/venues/null,/api/v1/game/2015030412/content,POST,2016-06-02,2016,TRUE,TRUE,TRUE
2015030411,/api/v1/game/2015030411/feed/live,P,20152016,2016-05-31T00:00:00Z,Final,7,Final,7,FALSE,2,28,San Jose Sharks,/api/v1/teams/28,3,5,Pittsburgh Penguins,/api/v1/teams/5,,CONSOL Energy Center,/api/v1/venues/null,/api/v1/game/2015030411/content,POST,2016-05-31,2016,TRUE,TRUE,TRUE
2015030317,/api/v1/game/2015030317/feed/live,P,20152016,2016-05-27T00:00:00Z,Final,7,Final,7,FALSE,1,14,Tampa Bay Lightning,/api/v1/teams/14,2,5,Pittsburgh Penguins,/api/v1/teams/5,,CONSOL Energy Center,/api/v1/venues/null,/api/v1/game/2015030317/content,POST,2016-05-27,2016,TRUE,TRUE,TRUE
2015030326,/api/v1/game/2015030326/feed/live,P,20152016,2016-05-26T01:00:00Z,Final,7,Final,7,FALSE,2,19,St. Louis Blues,/api/v1/teams/19,5,28,San Jose Sharks,/api/v1/teams/28,,SAP Center at San Jose,/api/v1/venues/null,/api/v1/game/2015030326/content,POST,2016-05-26,2016,TRUE,TRUE,TRUE
2015030316,/api/v1/game/2015030316/feed/live,P,20152016,2016-05-25T00:00:00Z,Final,7,Final,7,FALSE,5,5,Pittsburgh Penguins,/api/v1/teams/5,2,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2015030316/content,POST,2016-05-25,2016,TRUE,TRUE,TRUE
2015030325,/api/v1/game/2015030325/feed/live,P,20152016,2016-05-24T00:00:00Z,Final,7,Final,7,FALSE,6,28,San Jose Sharks,/api/v1/teams/28,3,19,St. Louis Blues,/api/v1/teams/19,,Scottrade Center,/api/v1/venues/null,/api/v1/game/2015030325/content,POST,2016-05-24,2016,TRUE,TRUE,TRUE
