game_id,link,game_type_abbreviation,season_full,game_date_time,status_abstract_game_state,status_coded_game_state,status_detailed_state,status_status_code,status_start_time_tbd,away_score,away_team_id,away_team_name,away_team_link,home_score,home_team_id,home_team_name,home_team_link,venue_id,venue_name,venue_link,content_link,game_type,game_date,season
2014020001,/api/v1/game/2014020001/feed/live,R,20142015,2014-10-08T23:00:00Z,Final,7,Final,7,FALSE,4,8,Montréal Canadiens,/api/v1/teams/8,3,10,Toronto Maple Leafs,/api/v1/teams/10,5015,Air Canada Centre,/api/v1/venues/5015,/api/v1/game/2014020001/content,REG,2014-10-08,2015
2014020002,/api/v1/game/2014020002/feed/live,R,20142015,2014-10-08T23:30:00Z,Final,7,Final,7,FALSE,1,4,Philadelphia Flyers,/api/v1/teams/4,2,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2014020002/content,REG,2014-10-08,2015
2014020004,/api/v1/game/2014020004/feed/live,R,20142015,2014-10-09T02:00:00Z,Final,7,Final,7,FALSE,4,28,San Jose Sharks,/api/v1/teams/28,0,26,Los Angeles Kings,/api/v1/teams/26,5081,STAPLES Center,/api/v1/venues/5081,/api/v1/game/2014020004/content,REG,2014-10-09,2015
2014020003,/api/v1/game/2014020003/feed/live,R,20142015,2014-10-09T02:00:00Z,Final,7,Final,7,FALSE,4,23,Vancouver Canucks,/api/v1/teams/23,2,20,Calgary Flames,/api/v1/teams/20,5075,Scotiabank Saddledome,/api/v1/venues/5075,/api/v1/game/2014020003/content,REG,2014-10-09,2015
2014020005,/api/v1/game/2014020005/feed/live,R,20142015,2014-10-09T23:00:00Z,Final,7,Final,7,FALSE,3,29,Columbus Blue Jackets,/api/v1/teams/29,1,7,Buffalo Sabres,/api/v1/teams/7,,First Niagara Center,/api/v1/venues/null,/api/v1/game/2014020005/content,REG,2014-10-09,2015
2014020006,/api/v1/game/2014020006/feed/live,R,20142015,2014-10-09T23:00:00Z,Final,7,Final,7,FALSE,6,1,New Jersey Devils,/api/v1/teams/1,4,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2014020006/content,REG,2014-10-09,2015
2014020007,/api/v1/game/2014020007/feed/live,R,20142015,2014-10-09T23:00:00Z,Final,7,Final,7,FALSE,4,24,Anaheim Ducks,/api/v1/teams/24,6,5,Pittsburgh Penguins,/api/v1/teams/5,,CONSOL Energy Center,/api/v1/venues/null,/api/v1/game/2014020007/content,REG,2014-10-09,2015
2014020008,/api/v1/game/2014020008/feed/live,R,20142015,2014-10-09T23:00:00Z,Final,7,Final,7,FALSE,2,8,Montréal Canadiens,/api/v1/teams/8,1,15,Washington Capitals,/api/v1/teams/15,,Verizon Center,/api/v1/venues/null,/api/v1/game/2014020008/content,REG,2014-10-09,2015
2014020009,/api/v1/game/2014020009/feed/live,R,20142015,2014-10-09T23:30:00Z,Final,7,Final,7,FALSE,1,6,Boston Bruins,/api/v1/teams/6,2,17,Detroit Red Wings,/api/v1/teams/17,5047,Joe Louis Arena,/api/v1/venues/5047,/api/v1/game/2014020009/content,REG,2014-10-09,2015
2014020010,/api/v1/game/2014020010/feed/live,R,20142015,2014-10-09T23:30:00Z,Final,7,Final,7,FALSE,2,13,Florida Panthers,/api/v1/teams/13,3,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2014020010/content,REG,2014-10-09,2015
2014020011,/api/v1/game/2014020011/feed/live,R,20142015,2014-10-10T00:00:00Z,Final,7,Final,7,FALSE,3,3,New York Rangers,/api/v1/teams/3,2,19,St. Louis Blues,/api/v1/teams/19,,Scottrade Center,/api/v1/venues/null,/api/v1/game/2014020011/content,REG,2014-10-10,2015
2014020012,/api/v1/game/2014020012/feed/live,R,20142015,2014-10-10T00:00:00Z,Final,7,Final,7,FALSE,2,9,Ottawa Senators,/api/v1/teams/9,3,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2014020012/content,REG,2014-10-10,2015
2014020013,/api/v1/game/2014020013/feed/live,R,20142015,2014-10-10T00:30:00Z,Final,7,Final,7,FALSE,3,16,Chicago Blackhawks,/api/v1/teams/16,2,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2014020013/content,REG,2014-10-10,2015
2014020014,/api/v1/game/2014020014/feed/live,R,20142015,2014-10-10T01:00:00Z,Final,7,Final,7,FALSE,0,21,Colorado Avalanche,/api/v1/teams/21,5,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2014020014/content,REG,2014-10-10,2015
2014020015,/api/v1/game/2014020015/feed/live,R,20142015,2014-10-10T01:30:00Z,Final,7,Final,7,FALSE,5,20,Calgary Flames,/api/v1/teams/20,2,22,Edmonton Oilers,/api/v1/teams/22,5072,Rexall Place,/api/v1/venues/5072,/api/v1/game/2014020015/content,REG,2014-10-10,2015
2014020016,/api/v1/game/2014020016/feed/live,R,20142015,2014-10-10T02:00:00Z,Final,7,Final,7,FALSE,6,52,Winnipeg Jets,/api/v1/teams/52,2,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2014020016/content,REG,2014-10-10,2015
2014020017,/api/v1/game/2014020017/feed/live,R,20142015,2014-10-10T23:00:00Z,Final,7,Final,7,FALSE,5,2,New York Islanders,/api/v1/teams/2,3,12,Carolina Hurricanes,/api/v1/teams/12,5066,PNC Arena,/api/v1/venues/5066,/api/v1/game/2014020017/content,REG,2014-10-10,2015
2014020026,/api/v1/game/2014020026/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,1,20,Calgary Flames,/api/v1/teams/20,4,19,St. Louis Blues,/api/v1/teams/19,,Scottrade Center,/api/v1/venues/null,/api/v1/game/2014020026/content,REG,2014-10-11,2015
2014020018,/api/v1/game/2014020018/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,4,15,Washington Capitals,/api/v1/teams/15,0,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2014020018/content,REG,2014-10-11,2015
2014020019,/api/v1/game/2014020019/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,5,5,Pittsburgh Penguins,/api/v1/teams/5,2,10,Toronto Maple Leafs,/api/v1/teams/10,5015,Air Canada Centre,/api/v1/venues/5015,/api/v1/game/2014020019/content,REG,2014-10-11,2015
2014020020,/api/v1/game/2014020020/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,3,24,Anaheim Ducks,/api/v1/teams/24,2,17,Detroit Red Wings,/api/v1/teams/17,5047,Joe Louis Arena,/api/v1/venues/5047,/api/v1/game/2014020020/content,REG,2014-10-11,2015
2014020021,/api/v1/game/2014020021/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,3,9,Ottawa Senators,/api/v1/teams/9,2,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2014020021/content,REG,2014-10-11,2015
2014020022,/api/v1/game/2014020022/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,5,1,New Jersey Devils,/api/v1/teams/1,1,13,Florida Panthers,/api/v1/teams/13,,BB&T Center,/api/v1/venues/null,/api/v1/game/2014020022/content,REG,2014-10-11,2015
2014020023,/api/v1/game/2014020023/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,3,12,Carolina Hurricanes,/api/v1/teams/12,4,2,New York Islanders,/api/v1/teams/2,,Nassau Veterans Memorial Coliseum,/api/v1/venues/null,/api/v1/game/2014020023/content,REG,2014-10-11,2015
2014020024,/api/v1/game/2014020024/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,4,8,Montréal Canadiens,/api/v1/teams/8,3,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2014020024/content,REG,2014-10-11,2015
2014020025,/api/v1/game/2014020025/feed/live,R,20142015,2014-10-11T23:00:00Z,Final,7,Final,7,FALSE,2,3,New York Rangers,/api/v1/teams/3,5,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2014020025/content,REG,2014-10-11,2015
2014020027,/api/v1/game/2014020027/feed/live,R,20142015,2014-10-12T00:00:00Z,Final,7,Final,7,FALSE,1,25,Dallas Stars,/api/v1/teams/25,4,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2014020027/content,REG,2014-10-12,2015
2014020028,/api/v1/game/2014020028/feed/live,R,20142015,2014-10-12T00:30:00Z,Final,7,Final,7,FALSE,2,7,Buffalo Sabres,/api/v1/teams/7,6,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2014020028/content,REG,2014-10-12,2015
2014020030,/api/v1/game/2014020030/feed/live,R,20142015,2014-10-12T01:00:00Z,Final,7,Final,7,FALSE,2,26,Los Angeles Kings,/api/v1/teams/26,3,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2014020030/content,REG,2014-10-12,2015
2014020029,/api/v1/game/2014020029/feed/live,R,20142015,2014-10-12T01:00:00Z,Final,7,Final,7,FALSE,3,30,Minnesota Wild,/api/v1/teams/30,0,21,Colorado Avalanche,/api/v1/teams/21,,Pepsi Center,/api/v1/venues/null,/api/v1/game/2014020029/content,REG,2014-10-12,2015
2014020031,/api/v1/game/2014020031/feed/live,R,20142015,2014-10-12T02:00:00Z,Final,7,Final,7,FALSE,4,22,Edmonton Oilers,/api/v1/teams/22,5,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2014020031/content,REG,2014-10-12,2015
