game_id,season_full,date,home_name,away_name,home_final_score,away_final_score,game_type
2002020002,20022003,2002-10-09,Colorado Avalanche,Dallas Stars,1,1,REG
2002020001,20022003,2002-10-09,Carolina Hurricanes,New York Rangers,1,4,REG
2002020003,20022003,2002-10-09,Los Angeles Kings,Phoenix Coyotes,4,1,REG
2002020004,20022003,2002-10-10,Buffalo Sabres,New York Islanders,5,1,REG
2002020005,20022003,2002-10-10,Ottawa Senators,New Jersey Devils,1,2,REG
2002020006,20022003,2002-10-10,Columbus Blue Jackets,Chicago Blackhawks,2,1,REG
2002020007,20022003,2002-10-10,Pittsburgh Penguins,Toronto Maple Leafs,0,6,REG
2002020008,20022003,2002-10-10,Florida Panthers,Tampa Bay Lightning,3,4,REG
2002020009,20022003,2002-10-10,St. Louis Blues,Anaheim Ducks,3,4,REG
2002020010,20022003,2002-10-10,Calgary Flames,Vancouver Canucks,0,3,REG
2002020011,20022003,2002-10-10,Edmonton Oilers,Philadelphia Flyers,2,2,REG
2002020012,20022003,2002-10-10,San Jose Sharks,Detroit Red Wings,3,6,REG
2002020013,20022003,2002-10-11,New York Rangers,Montréal Canadiens,1,4,REG
2002020014,20022003,2002-10-11,Carolina Hurricanes,Atlanta Thrashers,5,3,REG
2002020015,20022003,2002-10-11,Washington Capitals,Nashville Predators,5,4,REG
2002020016,20022003,2002-10-11,Minnesota Wild,Boston Bruins,5,1,REG
2002020017,20022003,2002-10-11,Dallas Stars,Anaheim Ducks,4,2,REG
2002020018,20022003,2002-10-12,Toronto Maple Leafs,Ottawa Senators,1,2,REG
2002020019,20022003,2002-10-12,Montréal Canadiens,Buffalo Sabres,1,6,REG
2002020020,20022003,2002-10-12,New York Islanders,Washington Capitals,1,2,REG
2002020021,20022003,2002-10-12,Atlanta Thrashers,Florida Panthers,4,5,REG
2002020022,20022003,2002-10-12,New Jersey Devils,Columbus Blue Jackets,3,2,REG
2002020023,20022003,2002-10-12,Pittsburgh Penguins,New York Rangers,6,0,REG
2002020024,20022003,2002-10-12,Tampa Bay Lightning,Carolina Hurricanes,5,1,REG
2002020025,20022003,2002-10-12,St. Louis Blues,Minnesota Wild,2,2,REG
2002020026,20022003,2002-10-12,Nashville Predators,Edmonton Oilers,2,3,REG
2002020028,20022003,2002-10-12,Vancouver Canucks,San Jose Sharks,5,3,REG
2002020029,20022003,2002-10-12,Phoenix Coyotes,Dallas Stars,2,5,REG
2002020027,20022003,2002-10-12,Calgary Flames,Philadelphia Flyers,4,5,REG
2002020030,20022003,2002-10-12,Los Angeles Kings,Detroit Red Wings,3,2,REG
2002020031,20022003,2002-10-13,Chicago Blackhawks,Buffalo Sabres,3,0,REG
2002020032,20022003,2002-10-13,Anaheim Ducks,Detroit Red Wings,2,4,REG
2002020033,20022003,2002-10-14,Columbus Blue Jackets,Phoenix Coyotes,2,4,REG
2002020034,20022003,2002-10-14,Toronto Maple Leafs,Pittsburgh Penguins,4,5,REG
2002020035,20022003,2002-10-14,Colorado Avalanche,Boston Bruins,1,2,REG
2002020036,20022003,2002-10-14,Vancouver Canucks,Calgary Flames,2,3,REG
2002020037,20022003,2002-10-15,Ottawa Senators,Phoenix Coyotes,2,1,REG
2002020038,20022003,2002-10-15,New York Islanders,Nashville Predators,4,3,REG
2002020039,20022003,2002-10-15,New York Rangers,Toronto Maple Leafs,5,4,REG
2002020040,20022003,2002-10-15,Montréal Canadiens,Philadelphia Flyers,2,6,REG
2002020041,20022003,2002-10-15,St. Louis Blues,Carolina Hurricanes,2,1,REG
2002020042,20022003,2002-10-15,Minnesota Wild,Florida Panthers,4,1,REG
2002020043,20022003,2002-10-15,Dallas Stars,Edmonton Oilers,3,0,REG
2002020044,20022003,2002-10-16,Pittsburgh Penguins,Atlanta Thrashers,3,2,REG
2002020045,20022003,2002-10-16,Vancouver Canucks,Boston Bruins,3,6,REG
2002020046,20022003,2002-10-16,Anaheim Ducks,Los Angeles Kings,2,4,REG
2002020047,20022003,2002-10-17,Buffalo Sabres,New York Rangers,4,4,REG
2002020048,20022003,2002-10-17,Philadelphia Flyers,New York Islanders,3,3,REG
2002020049,20022003,2002-10-17,Carolina Hurricanes,Washington Capitals,1,2,REG
2002020050,20022003,2002-10-17,Toronto Maple Leafs,Phoenix Coyotes,5,3,REG
2002020052,20022003,2002-10-17,St. Louis Blues,Columbus Blue Jackets,7,1,REG
2002020053,20022003,2002-10-17,Minnesota Wild,Dallas Stars,3,1,REG
2002020051,20022003,2002-10-17,Detroit Red Wings,Montréal Canadiens,2,3,REG
2002020054,20022003,2002-10-17,Chicago Blackhawks,Florida Panthers,4,1,REG
2002020055,20022003,2002-10-17,Calgary Flames,Boston Bruins,3,3,REG
2002020056,20022003,2002-10-17,Los Angeles Kings,Colorado Avalanche,1,4,REG
2002020057,20022003,2002-10-17,San Jose Sharks,Edmonton Oilers,4,3,REG
2002020058,20022003,2002-10-18,New Jersey Devils,Nashville Predators,3,2,REG
2002020059,20022003,2002-10-18,Tampa Bay Lightning,Atlanta Thrashers,8,5,REG
2002020060,20022003,2002-10-18,Anaheim Ducks,Vancouver Canucks,2,2,REG
2002020061,20022003,2002-10-19,Philadelphia Flyers,Washington Capitals,3,1,REG
2002020074,20022003,2002-10-19,San Jose Sharks,Colorado Avalanche,1,3,REG
2002020062,20022003,2002-10-19,Buffalo Sabres,Phoenix Coyotes,2,3,REG
2002020063,20022003,2002-10-19,Montréal Canadiens,Toronto Maple Leafs,2,2,REG
2002020064,20022003,2002-10-19,New York Rangers,Nashville Predators,2,2,REG
2002020065,20022003,2002-10-19,Carolina Hurricanes,New Jersey Devils,3,1,REG
2002020066,20022003,2002-10-19,Atlanta Thrashers,New York Islanders,4,5,REG
2002020067,20022003,2002-10-19,Columbus Blue Jackets,Florida Panthers,4,1,REG
2002020068,20022003,2002-10-19,Pittsburgh Penguins,Tampa Bay Lightning,3,3,REG
2002020069,20022003,2002-10-19,St. Louis Blues,Dallas Stars,5,3,REG
2002020070,20022003,2002-10-19,Minnesota Wild,Detroit Red Wings,3,5,REG
2002020071,20022003,2002-10-19,Chicago Blackhawks,Calgary Flames,2,5,REG
2002020072,20022003,2002-10-19,Edmonton Oilers,Boston Bruins,3,4,REG
2002020073,20022003,2002-10-19,Los Angeles Kings,Vancouver Canucks,2,2,REG
2002020076,20022003,2002-10-20,Anaheim Ducks,Colorado Avalanche,3,2,REG
2002020075,20022003,2002-10-20,Dallas Stars,Washington Capitals,5,2,REG
2002020077,20022003,2002-10-21,New York Rangers,Tampa Bay Lightning,2,4,REG
2002020078,20022003,2002-10-21,Toronto Maple Leafs,Boston Bruins,1,4,REG
2002020079,20022003,2002-10-21,Florida Panthers,Atlanta Thrashers,3,2,REG
2002020080,20022003,2002-10-21,Detroit Red Wings,Calgary Flames,4,0,REG
2002020081,20022003,2002-10-21,San Jose Sharks,Vancouver Canucks,2,5,REG
2002020082,20022003,2002-10-22,Buffalo Sabres,Philadelphia Flyers,2,1,REG
2002020083,20022003,2002-10-22,New York Islanders,Carolina Hurricanes,1,4,REG
2002020084,20022003,2002-10-22,Montréal Canadiens,Pittsburgh Penguins,3,3,REG
2002020085,20022003,2002-10-22,Nashville Predators,Phoenix Coyotes,1,2,REG
2002020086,20022003,2002-10-22,Minnesota Wild,Calgary Flames,4,3,REG
2002020087,20022003,2002-10-22,Colorado Avalanche,Edmonton Oilers,3,3,REG
2002020088,20022003,2002-10-23,Ottawa Senators,Carolina Hurricanes,4,1,REG
2002020089,20022003,2002-10-23,New York Rangers,Washington Capitals,1,2,REG
2002020090,20022003,2002-10-23,Columbus Blue Jackets,Tampa Bay Lightning,2,2,REG
2002020091,20022003,2002-10-23,Toronto Maple Leafs,Florida Panthers,1,4,REG
2002020092,20022003,2002-10-23,Atlanta Thrashers,New Jersey Devils,1,2,REG
2002020093,20022003,2002-10-23,Detroit Red Wings,Los Angeles Kings,3,3,REG
2002020094,20022003,2002-10-24,Boston Bruins,Ottawa Senators,2,2,REG
2002020095,20022003,2002-10-24,New York Islanders,Florida Panthers,5,3,REG
2002020096,20022003,2002-10-24,Philadelphia Flyers,Montréal Canadiens,6,2,REG
2002020097,20022003,2002-10-24,Nashville Predators,San Jose Sharks,1,2,REG
2002020098,20022003,2002-10-24,Chicago Blackhawks,Minnesota Wild,2,3,REG
2002020099,20022003,2002-10-24,Calgary Flames,Dallas Stars,3,3,REG
2002020100,20022003,2002-10-24,Edmonton Oilers,St. Louis Blues,1,2,REG
2002020101,20022003,2002-10-24,Vancouver Canucks,Anaheim Ducks,2,2,REG
2002020102,20022003,2002-10-24,Phoenix Coyotes,Colorado Avalanche,2,3,REG
2002020103,20022003,2002-10-25,Buffalo Sabres,New Jersey Devils,1,2,REG
2002020104,20022003,2002-10-25,New York Rangers,Los Angeles Kings,2,6,REG
2002020105,20022003,2002-10-25,Columbus Blue Jackets,San Jose Sharks,4,5,REG
2002020106,20022003,2002-10-25,Tampa Bay Lightning,Washington Capitals,3,2,REG
2002020107,20022003,2002-10-25,Detroit Red Wings,Pittsburgh Penguins,7,3,REG
2002020108,20022003,2002-10-26,Boston Bruins,Atlanta Thrashers,4,3,REG
2002020109,20022003,2002-10-26,Toronto Maple Leafs,New York Rangers,3,4,REG
2002020110,20022003,2002-10-26,Montréal Canadiens,Ottawa Senators,5,3,REG
2002020111,20022003,2002-10-26,New York Islanders,Philadelphia Flyers,2,6,REG
2002020112,20022003,2002-10-26,Carolina Hurricanes,Chicago Blackhawks,3,3,REG
2002020113,20022003,2002-10-26,New Jersey Devils,Tampa Bay Lightning,5,1,REG
2002020114,20022003,2002-10-26,Pittsburgh Penguins,Buffalo Sabres,5,2,REG
2002020115,20022003,2002-10-26,Florida Panthers,Washington Capitals,1,1,REG
2002020117,20022003,2002-10-26,Edmonton Oilers,Anaheim Ducks,4,3,REG
2002020116,20022003,2002-10-26,Nashville Predators,Detroit Red Wings,3,1,REG
2002020118,20022003,2002-10-26,Calgary Flames,St. Louis Blues,3,4,REG
2002020119,20022003,2002-10-26,Vancouver Canucks,Dallas Stars,1,4,REG
2002020120,20022003,2002-10-26,Phoenix Coyotes,Minnesota Wild,1,6,REG
2002020121,20022003,2002-10-27,Columbus Blue Jackets,Los Angeles Kings,5,1,REG
2002020122,20022003,2002-10-27,Chicago Blackhawks,San Jose Sharks,3,2,REG
2002020123,20022003,2002-10-27,Colorado Avalanche,Minnesota Wild,3,3,REG
2002020124,20022003,2002-10-28,New York Rangers,Phoenix Coyotes,3,2,REG
2002020125,20022003,2002-10-28,Toronto Maple Leafs,Anaheim Ducks,5,2,REG
2002020126,20022003,2002-10-28,Pittsburgh Penguins,Washington Capitals,3,2,REG
2002020127,20022003,2002-10-28,Florida Panthers,Tampa Bay Lightning,1,6,REG
2002020128,20022003,2002-10-28,Edmonton Oilers,Dallas Stars,3,4,REG
2002020129,20022003,2002-10-29,New York Islanders,Phoenix Coyotes,2,3,REG
2002020130,20022003,2002-10-29,Philadelphia Flyers,Ottawa Senators,2,1,REG
2002020131,20022003,2002-10-29,Montréal Canadiens,Anaheim Ducks,2,2,REG
2002020132,20022003,2002-10-29,New Jersey Devils,Carolina Hurricanes,1,2,REG
2002020133,20022003,2002-10-29,Atlanta Thrashers,Los Angeles Kings,0,4,REG
2002020135,20022003,2002-10-29,Minnesota Wild,Colorado Avalanche,3,2,REG
2002020134,20022003,2002-10-29,Detroit Red Wings,San Jose Sharks,3,2,REG
2002020136,20022003,2002-10-29,Chicago Blackhawks,Columbus Blue Jackets,3,2,REG
2002020137,20022003,2002-10-29,Vancouver Canucks,Buffalo Sabres,1,1,REG
2002020138,20022003,2002-10-30,Ottawa Senators,Pittsburgh Penguins,1,4,REG
2002020139,20022003,2002-10-30,Washington Capitals,Boston Bruins,2,7,REG
2002020140,20022003,2002-10-30,Carolina Hurricanes,New York Islanders,4,2,REG
2002020141,20022003,2002-10-30,Tampa Bay Lightning,New York Rangers,3,0,REG
2002020142,20022003,2002-10-30,St. Louis Blues,Nashville Predators,7,0,REG
2002020143,20022003,2002-10-30,Dallas Stars,Florida Panthers,2,3,REG
2002020144,20022003,2002-10-31,Boston Bruins,Anaheim Ducks,1,4,REG
2002020145,20022003,2002-10-31,Toronto Maple Leafs,Atlanta Thrashers,3,3,REG
2002020146,20022003,2002-10-31,Philadelphia Flyers,Phoenix Coyotes,6,2,REG
2002020147,20022003,2002-10-31,Minnesota Wild,San Jose Sharks,2,1,REG
2002020148,20022003,2002-10-31,Chicago Blackhawks,Los Angeles Kings,2,1,REG
2002020149,20022003,2002-10-31,Calgary Flames,Buffalo Sabres,3,0,REG
2002020150,20022003,2002-10-31,Vancouver Canucks,Colorado Avalanche,1,5,REG
2002020151,20022003,2002-11-01,Washington Capitals,Tampa Bay Lightning,3,2,REG
2002020152,20022003,2002-11-01,Carolina Hurricanes,Montréal Canadiens,2,2,REG
2002020153,20022003,2002-11-01,Columbus Blue Jackets,Dallas Stars,4,2,REG
2002020154,20022003,2002-11-01,Edmonton Oilers,Buffalo Sabres,1,1,REG
2002020155,20022003,2002-11-02,New Jersey Devils,Chicago Blackhawks,5,1,REG
2002020156,20022003,2002-11-02,Boston Bruins,New York Rangers,3,2,REG
2002020157,20022003,2002-11-02,Toronto Maple Leafs,Montréal Canadiens,2,5,REG
2002020158,20022003,2002-11-02,Ottawa Senators,Detroit Red Wings,5,2,REG
2002020159,20022003,2002-11-02,New York Islanders,St. Louis Blues,1,6,REG
2002020160,20022003,2002-11-02,Philadelphia Flyers,Washington Capitals,2,1,REG
2002020161,20022003,2002-11-02,Pittsburgh Penguins,Tampa Bay Lightning,5,3,REG
2002020162,20022003,2002-11-02,Florida Panthers,Atlanta Thrashers,1,3,REG
2002020163,20022003,2002-11-02,Minnesota Wild,Vancouver Canucks,2,4,REG
2002020164,20022003,2002-11-02,Calgary Flames,Colorado Avalanche,4,4,REG
2002020165,20022003,2002-11-02,Los Angeles Kings,Nashville Predators,6,5,REG
2002020166,20022003,2002-11-03,New York Rangers,St. Louis Blues,2,3,REG
2002020168,20022003,2002-11-03,Columbus Blue Jackets,Buffalo Sabres,3,2,REG
2002020169,20022003,2002-11-03,Phoenix Coyotes,Nashville Predators,2,1,REG
2002020167,20022003,2002-11-03,Detroit Red Wings,Dallas Stars,3,3,REG
2002020171,20022003,2002-11-03,Anaheim Ducks,San Jose Sharks,3,4,REG
2002020170,20022003,2002-11-03,Chicago Blackhawks,Edmonton Oilers,1,4,REG
2002020172,20022003,2002-11-04,New York Islanders,Calgary Flames,2,4,REG
2002020173,20022003,2002-11-04,Colorado Avalanche,Vancouver Canucks,2,4,REG
2002020174,20022003,2002-11-04,Los Angeles Kings,Minnesota Wild,2,5,REG
2002020175,20022003,2002-11-05,New York Rangers,Edmonton Oilers,5,2,REG
2002020176,20022003,2002-11-05,Carolina Hurricanes,Philadelphia Flyers,1,2,REG
2002020177,20022003,2002-11-05,Columbus Blue Jackets,Washington Capitals,3,4,REG
2002020178,20022003,2002-11-05,Toronto Maple Leafs,Tampa Bay Lightning,4,3,REG
2002020179,20022003,2002-11-05,Montréal Canadiens,St. Louis Blues,2,5,REG
2002020180,20022003,2002-11-05,New Jersey Devils,Calgary Flames,2,3,REG
2002020181,20022003,2002-11-05,Detroit Red Wings,Chicago Blackhawks,0,2,REG
2002020182,20022003,2002-11-05,San Jose Sharks,Los Angeles Kings,5,2,REG
2002020183,20022003,2002-11-06,Florida Panthers,Pittsburgh Penguins,4,3,REG
2002020184,20022003,2002-11-06,Dallas Stars,Vancouver Canucks,4,0,REG
2002020185,20022003,2002-11-06,Colorado Avalanche,Ottawa Senators,2,5,REG
2002020186,20022003,2002-11-06,Anaheim Ducks,Nashville Predators,2,1,REG
2002020187,20022003,2002-11-07,New York Rangers,Calgary Flames,1,0,REG
2002020188,20022003,2002-11-07,Philadelphia Flyers,New Jersey Devils,0,1,REG
2002020189,20022003,2002-11-07,Washington Capitals,Florida Panthers,2,1,REG
2002020190,20022003,2002-11-07,Carolina Hurricanes,Buffalo Sabres,2,0,REG
2002020191,20022003,2002-11-07,Montréal Canadiens,New York Islanders,3,0,REG
