game_id,season_full,date,home_name,away_name,home_final_score,away_final_score,game_type
2008020001,20082009,2008-10-04,Tampa Bay Lightning,New York Rangers,1,2,REG
2008020002,20082009,2008-10-04,Ottawa Senators,Pittsburgh Penguins,3,4,REG
2008020003,20082009,2008-10-05,New York Rangers,Tampa Bay Lightning,2,1,REG
2008020004,20082009,2008-10-05,Pittsburgh Penguins,Ottawa Senators,1,3,REG
2008020005,20082009,2008-10-09,Detroit Red Wings,Toronto Maple Leafs,2,3,REG
2008020006,20082009,2008-10-09,Colorado Avalanche,Boston Bruins,4,5,REG
2008020007,20082009,2008-10-09,Vancouver Canucks,Calgary Flames,6,0,REG
2008020008,20082009,2008-10-09,San Jose Sharks,Anaheim Ducks,4,1,REG
2008020009,20082009,2008-10-10,New Jersey Devils,New York Islanders,2,1,REG
2008020010,20082009,2008-10-10,New York Rangers,Chicago Blackhawks,4,2,REG
2008020011,20082009,2008-10-10,Carolina Hurricanes,Florida Panthers,6,4,REG
2008020012,20082009,2008-10-10,Buffalo Sabres,Montréal Canadiens,2,1,REG
2008020013,20082009,2008-10-10,Atlanta Thrashers,Washington Capitals,7,4,REG
2008020014,20082009,2008-10-10,St. Louis Blues,Nashville Predators,5,2,REG
2008020015,20082009,2008-10-10,Dallas Stars,Columbus Blue Jackets,4,5,REG
2008020016,20082009,2008-10-11,Toronto Maple Leafs,Montréal Canadiens,1,6,REG
2008020017,20082009,2008-10-11,Ottawa Senators,Detroit Red Wings,2,3,REG
2008020018,20082009,2008-10-11,New York Islanders,St. Louis Blues,5,2,REG
2008020019,20082009,2008-10-11,Philadelphia Flyers,New York Rangers,3,4,REG
2008020020,20082009,2008-10-11,Washington Capitals,Chicago Blackhawks,4,2,REG
2008020021,20082009,2008-10-11,Florida Panthers,Atlanta Thrashers,3,2,REG
2008020022,20082009,2008-10-11,Pittsburgh Penguins,New Jersey Devils,1,2,REG
2008020023,20082009,2008-10-11,Tampa Bay Lightning,Carolina Hurricanes,3,4,REG
2008020024,20082009,2008-10-11,Nashville Predators,Dallas Stars,3,1,REG
2008020025,20082009,2008-10-11,Minnesota Wild,Boston Bruins,4,3,REG
2008020027,20082009,2008-10-11,Phoenix Coyotes,Columbus Blue Jackets,3,1,REG
2008020028,20082009,2008-10-11,San Jose Sharks,Los Angeles Kings,3,1,REG
2008020026,20082009,2008-10-11,Calgary Flames,Vancouver Canucks,4,5,REG
2008020030,20082009,2008-10-12,Anaheim Ducks,Phoenix Coyotes,2,4,REG
2008020029,20082009,2008-10-12,Edmonton Oilers,Colorado Avalanche,3,2,REG
2008020031,20082009,2008-10-12,Los Angeles Kings,San Jose Sharks,0,1,REG
2008020032,20082009,2008-10-13,Toronto Maple Leafs,St. Louis Blues,4,5,REG
2008020033,20082009,2008-10-13,New York Islanders,Buffalo Sabres,1,7,REG
2008020034,20082009,2008-10-13,New York Rangers,New Jersey Devils,4,1,REG
2008020035,20082009,2008-10-13,Philadelphia Flyers,Montréal Canadiens,3,5,REG
2008020036,20082009,2008-10-13,Washington Capitals,Vancouver Canucks,5,1,REG
2008020037,20082009,2008-10-13,Carolina Hurricanes,Detroit Red Wings,1,3,REG
2008020038,20082009,2008-10-13,Chicago Blackhawks,Nashville Predators,2,3,REG
2008020040,20082009,2008-10-14,Atlanta Thrashers,Minnesota Wild,2,4,REG
2008020039,20082009,2008-10-14,Pittsburgh Penguins,Philadelphia Flyers,3,2,REG
2008020041,20082009,2008-10-14,Calgary Flames,Colorado Avalanche,5,4,REG
2008020042,20082009,2008-10-14,Los Angeles Kings,Anaheim Ducks,6,3,REG
2008020043,20082009,2008-10-14,San Jose Sharks,Columbus Blue Jackets,5,2,REG
2008020044,20082009,2008-10-15,New York Rangers,Buffalo Sabres,1,3,REG
2008020045,20082009,2008-10-15,Montréal Canadiens,Boston Bruins,4,3,REG
