game_id,season_full,date,home_name,away_name,home_final_score,away_final_score,game_type
2006020001,20062007,2006-10-04,Carolina Hurricanes,Buffalo Sabres,2,3,REG
2006020002,20062007,2006-10-04,Toronto Maple Leafs,Ottawa Senators,1,4,REG
2006020003,20062007,2006-10-04,Colorado Avalanche,Dallas Stars,2,3,REG
2006020004,20062007,2006-10-05,Ottawa Senators,Toronto Maple Leafs,0,6,REG
2006020005,20062007,2006-10-05,New York Rangers,Washington Capitals,5,2,REG
2006020006,20062007,2006-10-05,Atlanta Thrashers,Tampa Bay Lightning,2,3,REG
2006020008,20062007,2006-10-05,Detroit Red Wings,Vancouver Canucks,1,3,REG
2006020007,20062007,2006-10-05,Pittsburgh Penguins,Philadelphia Flyers,4,0,REG
2006020009,20062007,2006-10-05,Nashville Predators,Chicago Blackhawks,6,8,REG
2006020010,20062007,2006-10-05,Minnesota Wild,Colorado Avalanche,3,2,REG
2006020012,20062007,2006-10-05,Phoenix Coyotes,New York Islanders,6,3,REG
2006020011,20062007,2006-10-05,Edmonton Oilers,Calgary Flames,3,1,REG
2006020013,20062007,2006-10-05,San Jose Sharks,St. Louis Blues,5,4,REG
2006020014,20062007,2006-10-06,Carolina Hurricanes,New Jersey Devils,0,4,REG
2006020015,20062007,2006-10-06,Columbus Blue Jackets,Vancouver Canucks,2,3,REG
2006020016,20062007,2006-10-06,Florida Panthers,Boston Bruins,8,3,REG
2006020017,20062007,2006-10-06,Buffalo Sabres,Montréal Canadiens,5,4,REG
2006020018,20062007,2006-10-06,Anaheim Ducks,Los Angeles Kings,4,3,REG
2006020019,20062007,2006-10-07,Toronto Maple Leafs,Montréal Canadiens,2,3,REG
2006020020,20062007,2006-10-07,Ottawa Senators,Buffalo Sabres,3,4,REG
2006020021,20062007,2006-10-07,Philadelphia Flyers,New York Rangers,4,5,REG
2006020022,20062007,2006-10-07,Washington Capitals,Carolina Hurricanes,5,2,REG
2006020023,20062007,2006-10-07,Atlanta Thrashers,Florida Panthers,6,0,REG
2006020024,20062007,2006-10-07,Pittsburgh Penguins,Detroit Red Wings,0,2,REG
