game_id,season_full,date,home_name,away_name,home_final_score,away_final_score,game_type
2001020001,20012002,2001-10-03,Toronto Maple Leafs,Ottawa Senators,4,5,REG
2001020002,20012002,2001-10-03,Pittsburgh Penguins,Colorado Avalanche,1,3,REG
2001020003,20012002,2001-10-03,Calgary Flames,Edmonton Oilers,1,0,REG
2001020005,20012002,2001-10-04,Buffalo Sabres,Atlanta Thrashers,1,2,REG
2001020006,20012002,2001-10-04,Ottawa Senators,Montréal Canadiens,4,6,REG
2001020007,20012002,2001-10-04,Philadelphia Flyers,Florida Panthers,5,2,REG
2001020008,20012002,2001-10-04,Columbus Blue Jackets,St. Louis Blues,3,3,REG
2001020004,20012002,2001-10-04,Boston Bruins,Anaheim Ducks,4,2,REG
2001020009,20012002,2001-10-04,Vancouver Canucks,Chicago Blackhawks,4,5,REG
2001020011,20012002,2001-10-04,San Jose Sharks,Detroit Red Wings,3,4,REG
2001020010,20012002,2001-10-04,Los Angeles Kings,Phoenix Coyotes,2,2,REG
2001020012,20012002,2001-10-05,Carolina Hurricanes,New York Rangers,3,1,REG
2001020013,20012002,2001-10-05,Tampa Bay Lightning,New York Islanders,2,3,REG
2001020014,20012002,2001-10-05,Dallas Stars,Nashville Predators,4,1,REG
2001020026,20012002,2001-10-06,San Jose Sharks,Minnesota Wild,0,0,REG
2001020015,20012002,2001-10-06,Boston Bruins,Atlanta Thrashers,4,3,REG
2001020016,20012002,2001-10-06,Buffalo Sabres,Ottawa Senators,3,2,REG
2001020017,20012002,2001-10-06,Montréal Canadiens,Toronto Maple Leafs,2,2,REG
2001020018,20012002,2001-10-06,Philadelphia Flyers,Columbus Blue Jackets,3,3,REG
2001020020,20012002,2001-10-06,Washington Capitals,New Jersey Devils,6,1,REG
2001020019,20012002,2001-10-06,Pittsburgh Penguins,Anaheim Ducks,2,4,REG
2001020021,20012002,2001-10-06,Florida Panthers,New York Islanders,0,3,REG
2001020022,20012002,2001-10-06,Nashville Predators,St. Louis Blues,2,2,REG
2001020023,20012002,2001-10-06,Calgary Flames,Chicago Blackhawks,4,0,REG
2001020025,20012002,2001-10-06,Vancouver Canucks,Detroit Red Wings,1,4,REG
2001020024,20012002,2001-10-06,Edmonton Oilers,Phoenix Coyotes,6,2,REG
2001020028,20012002,2001-10-07,Carolina Hurricanes,Dallas Stars,3,0,REG
2001020027,20012002,2001-10-07,New York Rangers,Buffalo Sabres,5,4,REG
2001020029,20012002,2001-10-07,Tampa Bay Lightning,Florida Panthers,0,5,REG
2001020030,20012002,2001-10-07,Los Angeles Kings,Minnesota Wild,3,4,REG
2001020031,20012002,2001-10-08,Boston Bruins,Washington Capitals,4,0,REG
2001020032,20012002,2001-10-08,Toronto Maple Leafs,Anaheim Ducks,6,1,REG
2001020033,20012002,2001-10-08,Columbus Blue Jackets,Philadelphia Flyers,2,2,REG
2001020034,20012002,2001-10-08,Calgary Flames,Phoenix Coyotes,1,2,REG
