game_id,link,game_type_abbreviation,season_full,game_date_time,status_abstract_game_state,status_coded_game_state,status_detailed_state,status_status_code,status_start_time_tbd,away_score,away_team_id,away_team_name,away_team_link,home_score,home_team_id,home_team_name,home_team_link,venue_name,venue_link,content_link,venue_id,game_type,game_date,season,PBP,team_box,player_box
2009030416,/api/v1/game/2009030416/feed/live,P,20092010,2010-06-10T00:00:00Z,Final,7,Final,7,FALSE,4,16,Chicago Blackhawks,/api/v1/teams/16,3,4,Philadelphia Flyers,/api/v1/teams/4,Wachovia Center,/api/v1/venues/null,/api/v1/game/2009030416/content,,POST,2010-06-10,2010,FALSE,FALSE,FALSE
2009030415,/api/v1/game/2009030415/feed/live,P,20092010,2010-06-07T00:00:00Z,Final,7,Final,7,FALSE,4,4,Philadelphia Flyers,/api/v1/teams/4,7,16,Chicago Blackhawks,/api/v1/teams/16,United Center,/api/v1/venues/5092,/api/v1/game/2009030415/content,5092,POST,2010-06-07,2010,FALSE,FALSE,FALSE
2009030414,/api/v1/game/2009030414/feed/live,P,20092010,2010-06-05T00:00:00Z,Final,7,Final,7,FALSE,3,16,Chicago Blackhawks,/api/v1/teams/16,5,4,Philadelphia Flyers,/api/v1/teams/4,Wachovia Center,/api/v1/venues/null,/api/v1/game/2009030414/content,,POST,2010-06-05,2010,FALSE,FALSE,FALSE
2009030413,/api/v1/game/2009030413/feed/live,P,20092010,2010-06-03T00:00:00Z,Final,7,Final,7,FALSE,3,16,Chicago Blackhawks,/api/v1/teams/16,4,4,Philadelphia Flyers,/api/v1/teams/4,Wachovia Center,/api/v1/venues/null,/api/v1/game/2009030413/content,,POST,2010-06-03,2010,FALSE,FALSE,FALSE
2009030412,/api/v1/game/2009030412/feed/live,P,20092010,2010-06-01T00:00:00Z,Final,7,Final,7,FALSE,1,4,Philadelphia Flyers,/api/v1/teams/4,2,16,Chicago Blackhawks,/api/v1/teams/16,United Center,/api/v1/venues/5092,/api/v1/game/2009030412/content,5092,POST,2010-06-01,2010,FALSE,FALSE,FALSE
2009030411,/api/v1/game/2009030411/feed/live,P,20092010,2010-05-30T00:00:00Z,Final,7,Final,7,FALSE,5,4,Philadelphia Flyers,/api/v1/teams/4,6,16,Chicago Blackhawks,/api/v1/teams/16,United Center,/api/v1/venues/5092,/api/v1/game/2009030411/content,5092,POST,2010-05-30,2010,FALSE,FALSE,FALSE
2009030315,/api/v1/game/2009030315/feed/live,P,20092010,2010-05-24T23:00:00Z,Final,7,Final,7,FALSE,2,8,Montréal Canadiens,/api/v1/teams/8,4,4,Philadelphia Flyers,/api/v1/teams/4,Wachovia Center,/api/v1/venues/null,/api/v1/game/2009030315/content,,POST,2010-05-24,2010,FALSE,FALSE,FALSE
2009030324,/api/v1/game/2009030324/feed/live,P,20092010,2010-05-23T19:00:00Z,Final,7,Final,7,FALSE,2,28,San Jose Sharks,/api/v1/teams/28,4,16,Chicago Blackhawks,/api/v1/teams/16,United Center,/api/v1/venues/5092,/api/v1/game/2009030324/content,5092,POST,2010-05-23,2010,FALSE,FALSE,FALSE
2009030323,/api/v1/game/2009030323/feed/live,P,20092010,2010-05-22T00:00:00Z,Final,7,Final,7,FALSE,2,28,San Jose Sharks,/api/v1/teams/28,3,16,Chicago Blackhawks,/api/v1/teams/16,United Center,/api/v1/venues/5092,/api/v1/game/2009030323/content,5092,POST,2010-05-22,2010,FALSE,FALSE,FALSE
2009030314,/api/v1/game/2009030314/feed/live,P,20092010,2010-05-22T19:00:00Z,Final,7,Final,7,FALSE,3,4,Philadelphia Flyers,/api/v1/teams/4,0,8,Montréal Canadiens,/api/v1/teams/8,Centre Bell,/api/v1/venues/null,/api/v1/game/2009030314/content,,POST,2010-05-22,2010,FALSE,FALSE,FALSE
2009030313,/api/v1/game/2009030313/feed/live,P,20092010,2010-05-20T23:00:00Z,Final,7,Final,7,FALSE,1,4,Philadelphia Flyers,/api/v1/teams/4,5,8,Montréal Canadiens,/api/v1/teams/8,Centre Bell,/api/v1/venues/null,/api/v1/game/2009030313/content,,POST,2010-05-20,2010,FALSE,FALSE,FALSE
2009030322,/api/v1/game/2009030322/feed/live,P,20092010,2010-05-19T02:00:00Z,Final,7,Final,7,FALSE,4,16,Chicago Blackhawks,/api/v1/teams/16,2,28,San Jose Sharks,/api/v1/teams/28,HP Pavilion at San Jose,/api/v1/venues/null,/api/v1/game/2009030322/content,,POST,2010-05-19,2010,FALSE,FALSE,FALSE
2009030312,/api/v1/game/2009030312/feed/live,P,20092010,2010-05-18T23:00:00Z,Final,7,Final,7,FALSE,0,8,Montréal Canadiens,/api/v1/teams/8,3,4,Philadelphia Flyers,/api/v1/teams/4,Wachovia Center,/api/v1/venues/null,/api/v1/game/2009030312/content,,POST,2010-05-18,2010,FALSE,FALSE,FALSE
2009030321,/api/v1/game/2009030321/feed/live,P,20092010,2010-05-16T19:00:00Z,Final,7,Final,7,FALSE,2,16,Chicago Blackhawks,/api/v1/teams/16,1,28,San Jose Sharks,/api/v1/teams/28,HP Pavilion at San Jose,/api/v1/venues/null,/api/v1/game/2009030321/content,,POST,2010-05-16,2010,FALSE,FALSE,FALSE
2009030311,/api/v1/game/2009030311/feed/live,P,20092010,2010-05-16T23:00:00Z,Final,7,Final,7,FALSE,0,8,Montréal Canadiens,/api/v1/teams/8,6,4,Philadelphia Flyers,/api/v1/teams/4,Wachovia Center,/api/v1/venues/null,/api/v1/game/2009030311/content,,POST,2010-05-16,2010,FALSE,FALSE,FALSE
2009030227,/api/v1/game/2009030227/feed/live,P,20092010,2010-05-14T23:00:00Z,Final,7,Final,7,FALSE,4,4,Philadelphia Flyers,/api/v1/teams/4,3,6,Boston Bruins,/api/v1/teams/6,TD Garden,/api/v1/venues/5085,/api/v1/game/2009030227/content,5085,POST,2010-05-14,2010,FALSE,FALSE,FALSE
2009030226,/api/v1/game/2009030226/feed/live,P,20092010,2010-05-13T00:00:00Z,Final,7,Final,7,FALSE,1,6,Boston Bruins,/api/v1/teams/6,2,4,Philadelphia Flyers,/api/v1/teams/4,Wachovia Center,/api/v1/venues/null,/api/v1/game/2009030226/content,,POST,2010-05-13,2010,FALSE,FALSE,FALSE
2009030246,/api/v1/game/2009030246/feed/live,P,20092010,2010-05-12T01:30:00Z,Final,7,Final,7,FALSE,5,16,Chicago Blackhawks,/api/v1/teams/16,1,23,Vancouver Canucks,/api/v1/teams/23,General Motors Place,/api/v1/venues/null,/api/v1/game/2009030246/content,,POST,2010-05-12,2010,FALSE,FALSE,FALSE
2009030217,/api/v1/game/2009030217/feed/live,P,20092010,2010-05-12T23:00:00Z,Final,7,Final,7,FALSE,5,8,Montréal Canadiens,/api/v1/teams/8,2,5,Pittsburgh Penguins,/api/v1/teams/5,Mellon Arena,/api/v1/venues/null,/api/v1/game/2009030217/content,,POST,2010-05-12,2010,FALSE,FALSE,FALSE
2009030245,/api/v1/game/2009030245/feed/live,P,20092010,2010-05-10T00:00:00Z,Final,7,Final,7,FALSE,4,23,Vancouver Canucks,/api/v1/teams/23,1,16,Chicago Blackhawks,/api/v1/teams/16,United Center,/api/v1/venues/5092,/api/v1/game/2009030245/content,5092,POST,2010-05-10,2010,FALSE,FALSE,FALSE
2009030216,/api/v1/game/2009030216/feed/live,P,20092010,2010-05-10T23:00:00Z,Final,7,Final,7,FALSE,3,5,Pittsburgh Penguins,/api/v1/teams/5,4,8,Montréal Canadiens,/api/v1/teams/8,Centre Bell,/api/v1/venues/null,/api/v1/game/2009030216/content,,POST,2010-05-10,2010,FALSE,FALSE,FALSE
2009030225,/api/v1/game/2009030225/feed/live,P,20092010,2010-05-10T23:00:00Z,Final,7,Final,7,FALSE,4,4,Philadelphia Flyers,/api/v1/teams/4,0,6,Boston Bruins,/api/v1/teams/6,TD Garden,/api/v1/venues/5085,/api/v1/game/2009030225/content,5085,POST,2010-05-10,2010,FALSE,FALSE,FALSE
2009030235,/api/v1/game/2009030235/feed/live,P,20092010,2010-05-09T02:00:00Z,Final,7,Final,7,FALSE,1,17,Detroit Red Wings,/api/v1/teams/17,2,28,San Jose Sharks,/api/v1/teams/28,HP Pavilion at San Jose,/api/v1/venues/null,/api/v1/game/2009030235/content,,POST,2010-05-09,2010,FALSE,FALSE,FALSE
